Dates,PX_LAST,PX_LAST,PX_LAST,PX_LAST,PX_LAST,PX_LAST,PX_LAST,PX_LAST,PX_LAST,PX_LAST,PX_LAST,PX_LAST,PX_LAST,PX_LAST,PX_LAST,PX_LAST,PX_LAST,PX_LAST,PX_LAST,PX_LAST,PX_LAST,PX_LAST,PX_LAST,PX_LAST,PX_LAST,PX_LAST,PX_LAST,PX_LAST,PX_LAST,PX_LAST,PX_LAST,PX_LAST,PX_LAST,PX_LAST,PX_LAST,PX_LAST,PX_LAST,PX_LAST,PX_LAST,PX_LAST,PX_LAST,PX_LAST,PX_LAST,PX_LAST,PX_LAST,PX_LAST,PX_LAST,PX_LAST,PX_LAST,PX_LAST,PX_LAST,PX_LAST,PX_LAST,PX_LAST,PX_LAST,PX_LAST,PX_LAST,PX_LAST,PX_LAST,PX_LAST,PX_LAST,PX_LAST,PX_LAST,PX_LAST,PX_LAST,PX_LAST,PX_LAST,PX_LAST,PX_LAST,PX_LAST,PX_LAST,PX_LAST,PX_LAST,PX_LAST,PX_LAST,PX_LAST,PX_LAST
12/19/12,5.17,3.43,4.39,0.6025,5.145,7.275,1.86,2.8275,5.02,3.44,5.01,5.2087,3.39651,4.4342,0.61995,5.024,7.157,1.9209,2.8266,5.0784,3.287,5.0729,474.89,6.2083,1791.5,19.0315,216.69,54.545,3.7526,1075.13,12.7664,3.0793,8.484,100.98,99.27,100.33,99.37,99.86,98.92,99.62,98.45,100.38,100.42,102.14,2410.68,62.68,1326.53,292.16,980.67,767.99,191.99,580.11,7257.85,1789.48,996.29,8.3,2.21,6.5575,10.335,12.59,10.3,7.775,5.75,9.348,11.3775,13.2675,2.13,2,2.77,2.7,5.2,9.56,1.4,1.6,4.18,2.8,5.6
12/20/12,5.17,3.41,4.35,0.595,5.12,7.2625,1.84,2.813,5.025,3.39,5.019,5.2057,3.45359,4.396,0.62582,4.9755,7.1541,1.8992,2.8099,5.0808,3.2631,5.0733,474.95,6.2115,1787.5,19.0198,215.06,54.855,3.7446,1074.8,12.7612,3.0628,8.4765,100.61,99.29,100.33,99.37,99.85,98.95,99.62,98.46,100.35,100.39,101.97,2409.52,62.63,1324.05,291.96,983.32,766.9,189,581.4,7217.01,1784.59,1000.09,8.31,2.315,6.4925,10.5925,12.755,10.48,7.76,5.805,9.423,11.55,13.4825,2.13,2,2.77,2.7,5.2,9.56,1.4,1.6,4.18,2.8,5.6
12/21/12,5.185,3.41,4.255,0.58948,5.13,7.26,1.825,2.795,5,3.34,5.03,5.2203,3.44912,4.3004,0.58833,4.9971,7.1402,1.8863,2.7899,5.0456,3.2158,5.0952,478.4,6.2198,1787.5,19.0583,219.78,55.0675,3.7496,1074.35,12.9268,3.0951,8.5923,100.82,99.31,100.28,99.41,99.92,98.98,99.65,98.53,100.35,100.46,102.08,2399.58,62.1,1333.88,295.71,989.66,757.35,189.2,574.09,7158.46,1775.95,999.2,8.34,2.255,6.4675,10.9425,13.125,10.5725,7.8025,5.78,9.9,11.73,13.58,2.13,2,2.77,2.7,5.2,9.56,1.4,1.6,4.18,2.8,5.6
12/24/12,5.185,3.4,4.145,0.59,5.13,7.26,1.81,2.81,5,3.35,5.03,5.2198,3.45253,4.1601,0.61368,5.0713,7.1457,1.8661,2.8069,5.0381,3.2402,5.1034,479.8,6.2198,1772.5,19.0571,221.76,54.955,3.7448,1074.28,12.987,3.097,8.5802,100.79,99.31,100.27,99.44,99.96,98.99,99.65,98.56,100.36,100.46,102.07,2388.83,62.19,1343.43,295.71,989.66,759.11,186.16,575.32,7092.85,1775.95,999.87,8.5,2.285,6.51,10.96,13.1,10.4625,7.75,5.7725,10.005,11.6675,13.6075,2.13,2,2.77,2.7,5.2,9.56,1.4,1.6,4.18,2.8,5.6
12/25/12,5.185,3.4011,4.145,0.59,5.13,7.26,1.81,2.81,5,3.35,5.03,5.2198,3.45656,4.1627,0.61368,5.0769,7.1416,1.8666,2.8069,5.0454,3.2185,5.0938,479.8,6.2255,1772.5,19.0545,221.98,54.955,3.7471,1074.28,12.9902,3.0985,8.5735,100.75,99.28,100.34,99.4,99.91,98.96,99.63,98.52,100.36,100.42,102.05,2388.83,62.2,1343.43,295.71,989.66,759.11,184.59,575.32,7092.85,1775.95,999.87,8.48,2.265,6.5075,10.96,13.1,10.4675,7.81,5.785,10.075,11.6775,13.5875,2.13,2,2.77,2.7,5.2,9.56,1.4,1.6,4.18,2.8,5.6
12/26/12,5.185,3.4,4.145,0.59,5.13,7.26,1.78,2.828,4.9925,3.35,5.05,5.2267,3.45621,4.1669,0.58833,5.0825,7.1416,1.8334,2.8266,5.0601,3.2185,5.0938,479.18,6.2235,1773.5,18.9647,221.64,54.845,3.7358,1073.3,13.0097,3.1106,8.5711,100.7,99.26,100.4,99.37,99.86,98.93,99.6,98.47,100.37,100.38,102.03,2395.01,62.2,1347.8,295.71,989.66,764.46,185.33,574.62,7073.93,1775.95,999.87,8.48,2.2625,6.4975,10.9175,13.06,10.4475,7.775,5.7725,10.21,11.675,13.57,2.13,2,2.77,2.7,5.2,9.56,1.4,1.6,4.18,2.8,5.6
12/27/12,5.21,3.4,4.19,0.58935,5.105,7.245,1.765,2.815,4.993,3.3475,5.035,5.2532,3.44894,4.2414,0.59319,4.9926,7.1417,1.8207,2.8135,5.0476,3.2199,5.0994,479.96,6.2235,1772.5,18.9515,220.44,54.9338,3.7309,1072.18,12.9759,3.0772,8.4778,100.94,99.27,100.4,99.37,99.86,98.93,99.61,98.48,100.38,100.38,102.04,2385.6,62.5,1359.02,292.93,998.86,759.16,184.19,576.84,7055.01,1786.17,1011.29,8.48,2.23,6.5825,11.0475,13.41,10.3475,7.775,5.7575,10.475,11.84,13.685,2.13,2,2.77,2.7,5.2,9.56,1.4,1.6,4.18,2.8,5.6
12/28/12,5.23,3.4,4.17,0.57,5.09,7.24,1.755,2.788,4.995,3.35,5.039,5.2651,3.46096,4.2207,0.59232,4.9648,7.1142,1.8195,2.7817,5.0511,3.2227,5.0998,479.47,6.224,1762.5,19.0029,220.05,54.775,3.7356,1070.55,13.0245,3.0843,8.4797,100.86,99.27,100.38,99.39,99.87,98.94,99.61,98.49,100.36,100.38,102.01,2394.45,62.77,1359.88,295.33,1002.7,764.42,183.83,579.98,7119.87,1774.76,1013.36,8.45,2.2825,6.6225,11.1725,13.4675,10.2225,7.725,5.805,10.6,12.06,13.585,2.13,2,2.77,2.7,5.2,9.56,1.4,1.6,4.18,2.8,5.6
12/31/12,5.23,3.42,4.17,0.54929,5.1,7.23,1.76,2.788,4.99,3.35,5.04,5.2654,3.45768,4.2194,0.56691,4.9816,7.1147,1.8212,2.7816,5.0469,3.2292,5.1051,479.47,6.224,1762.5,19.0124,220.86,54.985,3.7338,1070.55,12.8533,3.0936,8.4735,100.94,99.25,100.42,99.36,99.84,98.9,99.59,98.46,100.39,100.34,102.02,2394.7,62.93,1360.13,295.33,1002.7,764.22,184.15,579.98,7118.53,1774.76,1011.22,8.46,2.21,6.5325,11.1725,13.545,10.2675,7.735,5.7575,10.5,12.075,13.5775,1.48,2.5,2.44,2.4,5,10.45,1.6,1.4,3.57,2.4,5.7
1/1/13,5.23,3.41,4.17,0.55,5.105,7.195,1.76,2.788,4.99,3.35,5.04,5.2654,3.45772,4.2207,0.56698,4.976,7.0871,1.8193,2.7816,5.0536,3.2292,5.1018,479.47,6.224,1762.5,19.0005,220.57,54.685,3.7279,1070.55,12.89,3.0857,8.458,101.25,99.18,100.48,99.29,99.77,98.87,99.57,98.38,100.4,100.31,102.22,2394.7,62.93,1360.13,295.33,1002.7,770.4,187.26,579.98,7118.53,1774.76,1011.22,8.45,2.275,6.5275,11.1725,13.545,10.2425,7.7475,5.7775,10.55,12.095,13.5775,1.48,2.5,2.44,2.4,5,10.45,1.6,1.4,3.57,2.4,5.7
1/2/13,5.27,3.49,4.1599,0.575,5.09,7.205,1.805,2.7925,5.005,3.408,5.04,5.3101,3.52361,4.1982,0.60397,4.9144,7.0872,1.8717,2.7892,5.043,3.3002,5.0991,474.36,6.2055,1758.5,19.1164,220.48,54.36,3.7202,1063.5,12.7465,3.0838,8.4893,101.56,99.1,100.54,99.23,99.7,98.85,99.55,98.3,100.42,100.29,102.4,2441.78,64.99,1358.92,299.49,1022,776.06,188.42,591.6,7354.68,1805.75,1022.85,8.41,1.7065,6.8775,10.4875,13.61,10.1925,7.7375,5.44,10.303,11.92,13.5875,1.48,2.5,2.44,2.4,5,10.45,1.6,1.4,3.57,2.4,5.7
1/3/13,5.28,3.48,4.11,0.59448,5.053,7.205,1.82,2.7425,5.005,3.475,5.06,5.3156,3.5261,4.1658,0.61364,4.8941,7.0885,1.8881,2.7345,5.072,3.3673,5.1346,472.42,6.2125,1762.5,19.3575,221.3,54.49,3.7612,1061.68,12.8066,3.138,8.5901,101.48,99.08,100.51,99.22,99.7,98.87,99.56,98.28,100.42,100.3,102.42,2454.31,65.55,1372.03,297.81,1030.77,778.99,183.88,587.12,7359.11,1809.62,1029.09,8.42,1.7575,6.9475,10.4475,13.74,9.97,7.815,5.38,10.235,11.8425,13.5975,1.48,2.5,2.44,2.4,5,10.45,1.6,1.4,3.57,2.4,5.7
1/4/13,5.27,3.52,4.07,0.6,5.152,7.245,1.86,2.75,5.035,3.49,5.1,5.3054,3.58772,3.7847,0.62612,5.0405,7.1342,1.938,2.7447,5.103,3.3924,5.1817,473.12,6.211,1768,19.4275,222.17,55.075,3.7793,1063.73,12.7417,3.1456,8.5619,101.28,99.1,100.53,99.24,99.69,98.88,99.56,98.29,100.42,100.28,102.27,2474.74,65.42,1374.46,297.55,1028.78,779.54,182.8,583.41,7378.43,1793.39,1030.04,8.42,1.8075,6.995,10.5425,13.625,9.9775,7.82,5.44,9.88,12.005,13.525,1.48,2.5,2.44,2.4,5,10.45,1.6,1.4,3.57,2.4,5.7
1/7/13,5.27,3.49,4.07,0.58,5.15,7.23,1.85,2.753,5.02,3.468,5.08,5.3067,3.55247,4.1211,0.60218,5.0433,7.1159,1.9252,2.7497,5.0681,3.3738,5.1464,471.34,6.2115,1768,19.4823,222.27,55.225,3.7711,1063.65,12.7683,3.1435,8.5684,101.25,99.09,100.54,99.22,99.68,98.88,99.56,98.25,100.41,100.28,102.28,2487.76,65.4,1371.06,290.66,1034.32,775.74,186.12,583.29,7384.97,1779.43,1026.22,8.49,1.8075,6.9475,10.4575,13.635,9.8325,7.86,5.35,9.903,11.9975,13.4875,1.48,2.5,2.44,2.4,5,10.45,1.6,1.4,3.57,2.4,5.7
1/8/13,5.265,3.46,3.9798,0.58,5.113,7.255,1.82,2.73,5.01,3.36,5.07,5.3021,3.5172,4.0212,0.59212,5.0052,7.1576,1.8871,2.7214,5.0424,3.2914,5.1235,472.25,6.2057,1771.5,19.5182,223.06,55.005,3.7739,1062.95,12.803,3.1409,8.58,101.29,99.08,100.51,99.21,99.69,98.88,99.56,98.26,100.43,100.29,102.35,2486.33,64.42,1355.45,292.29,1026.89,776.99,185.58,579.1,7348.95,1767.53,1025.36,8.49,1.7075,6.9425,10.2525,13.3175,9.6975,7.85,5.125,9.97,11.78,13.0125,1.48,2.5,2.44,2.4,5,10.45,1.6,1.4,3.57,2.4,5.7
1/9/13,5.24,3.46,4.0199,0.59,5.08,7.235,1.78,2.73,4.98,3.543,5.05,5.2743,3.52006,4.0904,0.61219,4.9664,7.1378,1.8422,2.7206,5.0283,3.4691,5.1159,470.95,6.2015,1767.5,19.6014,221.8,54.755,3.7793,1061.6,12.7223,3.1212,8.594,101.3,99.08,100.51,99.21,99.67,98.88,99.56,98.26,100.44,100.26,102.32,2509.07,64.81,1367.94,294.99,1040.79,772.87,186.43,576.4,7421.35,1770.61,1025.72,8.32,1.8325,7.015,10.335,13.395,9.7825,7.8275,5.305,9.613,11.7475,12.7725,1.48,2.5,2.44,2.4,5,10.45,1.6,1.4,3.57,2.4,5.7
1/10/13,5.25,3.47,4.03,0.58828,5.15,7.23,1.82,2.69,4.97,3.545,5.05,5.2855,3.54815,4.1157,0.61924,5.0449,7.1327,1.8869,2.6752,5.0066,3.4674,5.111,470.78,6.185,1763.5,19.308,221.35,54.575,3.7499,1060.32,12.6058,3.0829,8.6497,101.34,99.06,100.56,99.18,99.65,98.84,99.54,98.23,100.43,100.25,102.39,2528.04,65.22,1369.55,290.07,1041.28,772.26,189.95,581.17,7476.51,1776.23,1020.22,8.4,2.0075,6.8225,10.4375,13.105,9.91,7.835,5.61,9.44,11.595,12.585,1.48,2.5,2.44,2.4,5,10.45,1.6,1.4,3.57,2.4,5.7
1/11/13,5.24,3.47,4.01,0.605,5.21,7.235,1.83,2.735,4.955,3.58,5.086,5.2697,3.5451,4.0828,0.63312,5.1113,7.1464,1.8939,2.7295,5.0041,3.511,5.1571,472.35,6.1845,1760.88,19.2185,221.76,54.76,3.7385,1054.78,12.6551,3.0794,8.72,101.17,99.07,100.56,99.19,99.67,98.86,99.54,98.22,100.4,100.25,102.32,2504.34,64.75,1368.46,289.35,1047.8,773,191.16,577.25,7491.79,1766.25,1016.49,8.43,2.0575,6.8225,10.6675,13.995,9.995,7.78,5.5575,9.56,11.7575,12.79,1.48,2.5,2.44,2.4,5,10.45,1.6,1.4,3.57,2.4,5.7
1/14/13,5.26,3.47,4,0.58,5.18,7.18,1.82,2.7275,4.95,3.61,5.07,5.2938,3.54176,4.0683,0.60502,5.0677,7.0759,1.882,2.7212,5.0293,3.5557,5.1404,473.78,6.1848,1756.29,19.112,220.11,54.4975,3.7248,1056.13,12.5938,3.0666,8.6951,101.05,99.05,100.58,99.19,99.73,98.84,99.52,98.2,100.39,100.25,102.39,2510.25,65.41,1373.81,286.42,1060.43,783.19,189.81,579.91,7494.35,1768,1011.84,8.45,2.01,6.81,10.7075,14.3725,9.925,7.825,5.6325,9.413,11.995,12.775,1.48,2.5,2.44,2.4,5,10.45,1.6,1.4,3.57,2.4,5.7
1/15/13,5.24,3.47,3.97,0.56,5.105,7.19,1.79,2.72,4.937,3.595,5.096,5.2723,3.57856,4.0429,0.59074,4.9956,7.0992,1.85,2.7106,4.9742,3.5146,5.1732,475.05,6.192,1766.7,19.2409,221.15,54.625,3.7262,1056.57,12.611,3.091,8.8159,101.06,99.06,100.53,99.22,99.77,98.85,99.54,98.24,100.38,100.28,102.46,2499.1,65.35,1360.27,286.41,1057.03,785.46,189.6,572.48,7472.43,1749.08,1000.96,8.46,1.9075,7.0725,10.9175,14.56,9.8225,7.785,5.6025,9.485,12.1175,12.915,1.48,2.5,2.44,2.4,5,10.45,1.6,1.4,3.57,2.4,5.7
1/16/13,5.23,3.43,3.96,0.55932,5.18,7.255,1.81,2.713,4.921,3.569,5.106,5.2617,3.52075,4.0144,0.58425,5.0848,7.1678,1.873,2.7013,4.9691,3.4876,5.186,474.97,6.1865,1770.91,19.2251,221.89,54.695,3.7245,1058.77,12.6215,3.0999,8.798,100.92,99.05,100.57,99.2,99.75,98.83,99.52,98.21,100.38,100.24,102.41,2515.63,65.06,1365.27,287.13,1072.72,778.43,188.69,570.96,7502.83,1770.45,1001.55,8.57,1.7575,7.0625,10.96,14.6,9.8475,7.775,5.8025,9.485,12.33,12.9225,1.48,2.5,2.44,2.4,5,10.45,1.6,1.4,3.57,2.4,5.7
1/17/13,5.225,3.4,3.91,0.57923,5.14,7.24,1.83,2.7075,4.9,3.555,5.09,5.2547,3.47325,3.9716,0.60656,5.0199,7.1502,1.8951,2.6953,4.9868,3.4823,5.1768,472.22,6.1845,1763.74,19.1165,218.32,54.39,3.7196,1058.15,12.5867,3.0711,8.8032,101.12,99.02,100.65,99.15,99.69,98.78,99.5,98.15,100.38,100.2,102.41,2538.34,64.72,1367.21,288.9,1097.7,783.27,187.86,569.83,7528.72,1772.59,1005.59,8.5,1.6575,6.995,11.4275,15.02,9.82,7.7525,5.8975,9.345,12.45,12.5875,1.48,2.5,2.44,2.4,5,10.45,1.6,1.4,3.57,2.4,5.7
1/18/13,5.225,3.29,3.92,0.58924,5.12,7.235,1.82,2.7275,4.78,3.53,5.12,5.2574,3.37991,3.977,0.62338,5.0195,7.1489,1.8843,2.7182,4.8025,3.4491,5.206,471.59,6.1845,1769.5,19.2325,220.19,53.705,3.7287,1057.1,12.6621,3.1173,8.8805,101.12,99.02,100.65,99.17,99.73,98.79,99.5,98.19,100.37,100.19,102.41,2559.08,65.77,1373.06,289.47,1100.03,784.56,187.46,573.16,7519.03,1776.67,1009.27,8.5,1.6575,6.97,11.4275,15.02,10.1675,7.715,6.0175,9.345,12.675,12.905,1.48,2.5,2.44,2.4,5,10.45,1.6,1.4,3.57,2.4,5.7
1/21/13,5.225,3.26,3.92,0.5792,5.132,7.2375,1.82,2.73,4.739,3.511,5.11,5.2573,3.32886,3.9094,0.61623,5.0239,7.1357,1.883,2.7205,4.7555,3.4299,5.183,472.35,6.195,1766.33,19.2218,220.05,53.755,3.735,1062.75,12.7,3.1328,8.8592,101.22,99.01,100.63,99.14,99.71,98.78,99.49,98.18,100.37,100.18,102.42,2557.25,65.84,1371.84,286.86,1105.85,786.77,186.22,571.37,7496.96,1777.16,1010.15,8.51,1.6075,7.105,11.1725,14.135,10.4425,7.475,6.3,9.398,12.46,12.9075,1.48,2.5,2.44,2.4,5,10.45,1.6,1.4,3.57,2.4,5.7
1/22/13,5.21,3.28,3.9599,0.58417,5.15,7.22,1.83,2.725,4.75,3.4545,5.1,5.2428,3.35631,4.0263,0.59774,5.0492,7.1192,1.8942,2.7155,4.7677,3.3696,5.1672,470.78,6.1965,1774.42,19.2307,220.75,53.805,3.7328,1062.22,12.6194,3.1331,8.8549,101.26,99.01,100.63,99.13,99.7,98.77,99.48,98.16,100.37,100.17,102.43,2567.86,66.1,1368.24,287.25,1073.59,781.73,186.16,575.38,7540.4,1772.03,1006.82,8.48,1.5575,7.0325,10.8325,13.7,10.3575,7.5125,6.4125,9.28,12.285,12.8125,1.48,2.5,2.44,2.4,5,10.45,1.6,1.4,3.57,2.4,5.7
1/23/13,5.195,3.31,3.975,0.57422,5.11,7.245,1.81,2.7225,4.73,3.4065,5.12,5.2267,3.3924,3.9766,0.58973,5.0128,7.1467,1.8718,2.7126,4.7445,3.3109,5.2121,471.16,6.1965,1779.23,19.2265,220.88,53.6738,3.7273,1066.25,12.6922,3.1317,9.0625,101.24,99.04,100.58,99.17,99.73,98.81,99.52,98.23,100.37,100.22,102.49,2547.53,65.92,1373.31,286.1,1071.51,781.7,187.61,571.28,7580.62,1765.76,1008.01,8.42,1.5575,7.0675,10.6175,12.995,10.135,7.39,6.3425,9.27,12.165,12.9975,1.48,2.5,2.44,2.4,5,10.45,1.6,1.4,3.57,2.4,5.7
1/24/13,5.16,3.27,3.99,0.57421,5.142,7.235,1.83,2.713,4.75,3.386,5.18,5.1881,3.34899,4.0518,0.58829,5.0427,7.138,1.8938,2.7029,4.7639,3.2921,5.2583,470.2,6.204,1778.06,19.1174,220.88,53.685,3.7093,1068.8,12.6358,3.1309,9.0468,101.21,99.03,100.58,99.14,99.73,98.82,99.5,98.21,100.38,100.2,102.38,2539.02,65.42,1379.03,279.87,1076.16,775.74,188.41,565.81,7602.42,1773.3,1015.4,8.46,1.5075,7.1525,10.745,13.095,10.02,7.1775,6.425,9.4,12.29,13.1625,1.48,2.5,2.44,2.4,5,10.45,1.6,1.4,3.57,2.4,5.7
1/25/13,5.175,3.28,3.96,0.60926,5.215,7.235,1.855,2.713,4.725,3.4195,5.17,5.2064,3.33185,4.026,0.63733,5.1228,7.1338,1.9511,2.7025,4.7425,3.3173,5.2723,472.06,6.226,1779.5,18.9844,220.86,53.685,3.7162,1074.07,12.7063,3.0971,8.9446,101.06,99.04,100.59,99.15,99.72,98.83,99.5,98.2,100.38,100.2,102.31,2542.15,64.9,1377.41,278.98,1081.72,783.52,188.25,559.19,7578.15,1756.61,1016.98,8.37,1.5075,7.185,10.745,13.095,9.985,7.2025,6.9775,9.65,12.1225,13.1975,1.48,2.5,2.44,2.4,5,10.45,1.6,1.4,3.57,2.4,5.7
1/28/13,5.205,3.3,3.96,0.64427,5.235,7.24,1.87,2.73,4.702,3.422,5.22,5.2362,3.36955,4.0359,0.67529,5.1246,7.1296,1.9387,2.7232,4.717,3.3229,5.315,473.08,6.234,1776.74,19.0922,221.2,53.915,3.7245,1092.53,12.7668,3.1205,9.1054,101.08,99.02,100.65,99.13,99.71,98.8,99.48,98.15,100.4,100.18,102.28,2544.09,65.28,1371.84,274,1094.76,784.27,187.6,556.01,7577.78,1744.8,1012.61,8.52,1.7075,7.1675,9.65,13.17,10.045,7.2975,9.15,9.965,12.07,13.13,1.48,2.5,2.44,2.4,5,10.45,1.6,1.4,3.57,2.4,5.7
1/29/13,5.225,3.3,3.92,0.635,5.155,7.26,1.9,2.7425,4.685,3.41,5.213,5.2587,3.37485,3.9759,0.67649,5.0444,7.1435,1.9738,2.738,4.6941,3.3204,5.2857,471.68,6.2195,1771.16,19.0039,219.26,53.775,3.7276,1082.68,12.7202,3.1029,9.0271,101.17,99,100.7,99.1,99.69,98.77,99.46,98.12,100.41,100.15,102.3,2552.09,65.43,1383.43,277.12,1097.57,780.03,186.37,562.96,7624.24,1746.68,1011.61,8.58,1.6325,7.0775,9.65,13.17,9.9925,7.1825,8.0025,9.858,12.085,13.2975,1.48,2.5,2.44,2.4,5,10.45,1.6,1.4,3.57,2.4,5.7
1/30/13,5.225,3.32,3.9499,0.65937,5.105,7.33,1.91,2.765,4.675,3.425,5.195,5.2588,3.41057,4.0311,0.71276,5.0185,7.211,1.9813,2.7635,4.6747,3.3511,5.3006,471.44,6.212,1777.5,18.8857,216.81,53.305,3.7292,1085.4,12.7208,3.0918,9.0359,101.41,98.97,100.7,99.08,99.68,98.74,99.45,98.09,100.39,100.14,102.42,2564.71,65.94,1386.57,276.3,1088.62,781.02,185.18,566.04,7564.89,1725.58,1000.75,8.51,1.63,7.075,9.7325,13.195,9.9775,7.19,7.8675,9.725,12.015,13.3125,1.48,2.5,2.44,2.4,5,10.45,1.6,1.4,3.57,2.4,5.7
1/31/13,5.23,3.3,3.95,0.645,5.002,7.32,1.865,2.765,4.67,3.445,5.145,5.2672,3.39173,3.9825,0.67952,4.9132,7.2517,1.9329,2.7635,4.6761,3.3493,5.2372,471.2,6.212,1775.01,18.9025,215.31,53.2237,3.7091,1088.63,12.7087,3.0899,8.9559,101.29,98.98,100.67,99.09,99.7,98.78,99.46,98.11,100.38,100.15,102.35,2572.47,65.56,1386.07,276.06,1087.94,778.9,185.2,565.78,7509.28,1720.95,1004.52,8.48,1.7075,7.0525,9.69,13.12,9.9725,7.155,8.095,9.528,12.055,13.3125,1.55,2,2,1.9,3.7,9.99,1.5,1.6,3.25,1.7,5.4
2/1/13,5.24,3.315,3.95,0.645,4.971,7.35,1.87,2.77,4.59,3.41,5.163,5.2812,3.38469,4.0101,0.68351,4.8756,7.2557,1.9383,2.7695,4.6336,3.3228,5.2464,471.46,6.2105,1777.5,18.8305,214.37,53.1975,3.673,1097.35,12.6062,3.0557,8.8398,101.56,98.96,100.7,99.06,99.64,98.75,99.45,98.06,100.39,100.14,102.44,2577.47,65.73,1393.46,275.7,1089.85,775.2,187.34,564.83,7639.88,1725.21,1006.83,8.49,1.655,6.8525,9.8125,13.1425,10,7.185,8.29,9.478,12.105,13.1725,1.55,2,2,1.9,3.7,9.99,1.5,1.6,3.25,1.7,5.4
2/4/13,5.23,3.3,3.94,0.63489,5,7.355,1.89,2.7675,4.59,3.4205,5.176,5.2707,3.39096,4.0111,0.65372,4.9211,7.2682,1.9603,2.7676,4.6337,3.3301,5.2667,473.09,6.2175,1784.66,19.0089,217.1,53.285,3.6918,1084.65,12.7107,3.0923,8.915,101.65,98.97,100.61,99.1,99.69,98.78,99.48,98.13,100.39,100.19,102.51,2566.38,65.67,1383.75,275.09,1069.95,774.15,187.71,563.44,7602.67,1709.34,1009.88,8.51,1.6875,7.045,10.4275,13.6625,9.8625,7.195,7.9425,9.803,12.4825,13.1575,1.55,2,2,1.9,3.7,9.99,1.5,1.6,3.25,1.7,5.4
2/5/13,5.25,3.28,3.92,0.635,4.975,7.335,1.865,2.755,4.565,3.425,5.18,5.2958,3.37364,3.9806,0.67859,4.8717,7.2437,1.9314,2.752,4.5696,3.34,5.2764,472.7,6.2145,1786.32,18.8764,216.85,53.1275,3.6839,1086.7,12.6316,3.0753,8.8314,101.54,98.97,100.64,99.09,99.66,98.77,99.47,98.12,100.38,100.16,102.5,2574.01,64.36,1388.02,276.26,1078.61,770.37,189.96,558.9,7618.29,1720.16,1018.56,8.52,1.6075,7.0425,10.345,13.515,9.8125,7.2425,7.625,9.615,12.5425,12.8575,1.55,2,2,1.9,3.7,9.99,1.5,1.6,3.25,1.7,5.4
2/6/13,5.245,3.29,3.73,0.63988,4.965,7.34,1.84,2.735,4.555,3.473,5.185,5.2891,3.37584,3.7918,0.68608,4.8594,7.2464,1.9051,2.7287,4.5519,3.4058,5.2709,472.69,6.2175,1794.5,18.753,217.7,53.165,3.689,1088.13,12.6819,3.0896,8.9013,101.49,98.97,100.64,99.12,99.67,98.77,99.48,98.14,100.38,100.15,102.52,2584.05,64.56,1377.09,279.26,1078.53,772.22,189.08,557.02,7578.14,1699.67,1012.05,8.49,1.5825,6.6725,10.5125,13.85,9.825,7.1875,7.8475,9.46,12.4925,12.8475,1.55,2,2,1.9,3.7,9.99,1.5,1.6,3.25,1.7,5.4
2/7/13,5.235,3.25,3.74,0.63,4.945,7.31,1.82,2.738,4.62,3.48,5.18,5.28,3.3398,3.7974,0.67104,4.8295,7.2098,1.8861,2.7323,4.6231,3.4185,5.2554,472.36,6.225,1789.85,18.842,218.47,53.2225,3.6968,1087.85,12.7299,3.1139,8.9095,101.44,98.98,100.6,99.13,99.68,98.8,99.5,98.17,100.4,100.17,102.48,2583.23,64,1362.38,276.26,1069.01,769.38,188.34,556.12,7460.3,1705.58,1017.94,8.44,1.57,6.765,10.3025,13.675,9.675,7.105,7.9025,9.513,12.435,12.835,1.55,2,2,1.9,3.7,9.99,1.5,1.6,3.25,1.7,5.4
2/8/13,5.25,3.23,3.8,0.6548,4.872,7.29,1.8,2.73,4.63,3.5,5.17,5.2922,3.32634,3.8195,0.67707,4.763,7.1935,1.8621,2.7238,4.6425,3.4488,5.2648,472.19,6.2175,1786.5,18.8802,217.58,53.505,3.6926,1096.13,12.7239,3.1048,8.8821,101.65,98.98,100.61,99.12,99.65,98.79,99.5,98.16,100.4,100.16,102.5,2583.94,63.98,1364.57,279.39,1070.41,765.11,189.06,564.4,7476.47,1726.42,1021.94,8.32,1.595,6.8275,9.9975,12.8,9.54,7.0625,8.0725,9.425,12.1875,12.62,1.55,2,2,1.9,3.7,9.99,1.5,1.6,3.25,1.7,5.4
2/11/13,5.24,3.23,3.825,0.64973,4.865,7.3,1.81,2.73,4.615,3.56,5.17,5.2836,3.32938,3.8814,0.67896,4.7593,7.1948,1.8753,2.7238,4.6261,3.5177,5.2605,472.48,6.2175,1784.5,18.838,216.82,53.855,3.6941,1096.13,12.7337,3.0965,8.9102,101.4,98.98,100.66,99.09,99.61,98.79,99.47,98.14,100.4,100.11,102.37,2583.51,63.98,1355.41,282.35,1077.39,765.28,192.16,564.4,7451.53,1730.07,1022.07,8.07,1.595,6.6325,9.8475,12.54,9.545,7.0825,8.08,9.475,12.1325,12.3425,1.55,2,2,1.9,3.7,9.99,1.5,1.6,3.25,1.7,5.4
