date,CLP,CNY,COP,CZK,HUF,INR,ILS,KRW,MXN,PLN
2014-05-14,,,,,,,,0.00097,,0.3278
2014-05-15,,,,,,,,0.00097,,0.32743
2014-05-18,,,,,,,,0.001,,0.32717
2014-05-19,,,,,,,,0.00098,,0.32742
2014-05-20,,,,,,,,0.00098,,0.32736
2014-05-21,,,,,,,,0.00097,,0.32757
2014-05-22,,,,,,,,0.00098,,0.32865
2014-05-25,,,,,,,,0.00098,,0.32825
2014-05-26,,,,,,,,0.00098,,0.32803
2014-05-27,,,,,,,,0.00098,,0.32771
2014-05-28,,,,,,,,0.00098,,0.3274
2014-05-29,,,,,,,,0.00098,,0.32882
2014-06-01,,,,,,,,0.00098,,0.32947
2014-06-02,,,,,,,,0.00098,,0.32837
2014-06-03,,,,,,,,0.00098,,0.32828
2014-06-04,,,,,,,,0.00097,,0.32958
2014-06-05,,,,,,,,0.00098,,0.33128
2014-06-08,,,,,,,,0.00098,,0.33315
2014-06-09,,,,,,,,0.00098,,0.33113
2014-06-10,,,,,,,,0.00098,,0.32977
2014-06-11,,,,,,,,0.00098,,0.32983
2014-06-12,,,,,,,,0.00098,,0.3295
2014-06-15,,,,,,,,0.00098,,0.3275
2014-06-16,,,,,,,,0.00098,,0.32788
2014-06-17,,,,,,,,0.00098,,0.32715
2014-06-18,,,,,,,,0.00098,,0.3295
2014-06-19,,,,,,,,0.00098,,0.32822
2014-06-22,,,,,,,,0.00098,,0.32611
2014-06-23,,,,,,,,0.00098,,0.32689
2014-06-24,,,,,,,,0.00098,,0.32791
2014-06-25,,,,,,,,0.00098,,0.32953
2014-06-26,,,,,,,,0.00098,,0.32804
2014-06-29,,,,,,,,0.00099,,0.32888
2014-06-30,,,,,,,,0.00099,,0.3297
2014-07-01,,,,,,,,0.00099,,0.32904
2014-07-02,,,,,,,,0.00099,,0.32949
2014-07-03,,,,,,,,0.00099,,0.3286
2014-07-06,,,,,,,,0.00099,,0.32758
2014-07-07,,,,,,,,0.00099,,0.32846
2014-07-08,,,,,,,,0.00099,,0.3305
2014-07-09,,,,,,,,0.00099,,0.33091
2014-07-10,,,,,,,,0.00099,,0.32887
2014-07-13,,,,,,,,0.00098,,0.32886
2014-07-14,,,,,,,,0.00098,,0.32964
2014-07-15,,,,,,,,0.00097,,0.32817
2014-07-16,,,,,,,,0.00097,,0.32734
2014-07-17,,,,,,,,0.00097,,0.32588
2014-07-20,,,,,,,,0.00097,,0.32665
2014-07-21,,,,,,,,0.00097,,0.32653
2014-07-22,,,,,,,,0.00098,,0.32545
2014-07-23,,,,,,,,0.00098,,0.32561
2014-07-24,,,,,,,,0.00097,,0.32532
2014-07-27,,,,,,,,0.00098,,0.32434
2014-07-28,,,,,,,,0.00097,,0.32442
2014-07-29,,,,,,,,0.00098,,0.3234
2014-07-30,,,,,,,,0.00098,,0.32259
2014-07-31,,,,,,,,0.00097,,0.32062
2014-08-03,,,,,,,,0.00097,,0.32121
2014-08-04,,,,,,,,0.00097,,0.3218
2014-08-05,,,,,,,,0.00097,,0.3197
2014-08-06,,,,,,,,0.00097,,0.31877
2014-08-07,,,,,,,,0.00096,,0.31726
2014-08-10,,,,,,,,0.00097,,0.31991
2014-08-11,,,,,,,,0.00097,,0.31922
2014-08-12,,,,,,,,0.00097,,0.31834
2014-08-13,,,,,,,,0.00097,,0.31925
2014-08-14,,,,,,,,0.00098,,0.32017
2014-08-17,,,,,,,,0.00098,,0.31874
2014-08-18,,,,,,,,0.00098,,0.3194
2014-08-19,,,,,,,,0.00098,,0.31885
2014-08-20,,,,,,,,0.00098,,0.31692
2014-08-21,,,,,,,,0.00098,,0.31733
2014-08-24,,,,,,,,0.00098,,0.3154
2014-08-25,,,,,,,,0.00098,,0.31532
2014-08-26,,,,,,,,0.00098,,0.31472
2014-08-27,,,,,,,,0.00099,,0.31418
2014-08-28,,,,,,,,0.00099,,0.31244
2014-08-31,,,,,,,,0.00099,,0.31214
2014-09-01,,,,,,,,0.00099,,0.31246
2014-09-02,,,,,,,,0.00098,,0.31197
2014-09-03,,,,,,,,0.00098,,0.31367
2014-09-04,,,,,,,,0.00098,,0.30881
2014-09-07,,,,,,,,0.00098,,0.31023
2014-09-08,,,,,,,,0.00098,,0.30851
2014-09-09,,,,,,,,0.00097,,0.30784
2014-09-10,,,,,,,,0.00097,,0.30808
2014-09-11,,,,,,,,0.00097,,0.30834
2014-09-14,,,,,,,,0.00099,,0.30868
2014-09-15,,,,,,,,0.00096,,0.30857
2014-09-16,,,,,,,,0.00097,,0.30958
2014-09-17,,,,,,,,0.00097,,0.30698
2014-09-18,,,,,,,,0.00096,,0.30761
2014-09-21,,,,,,,,0.00098,,0.3071
2014-09-22,,,,,,,,0.00096,,0.30736
2014-09-23,,,,,,,,0.00096,,0.30807
2014-09-24,,,,,,,,0.00096,,0.30647
2014-09-25,,,,,,,,0.00096,,0.30518
2014-09-28,,,,,,,,0.00097,,0.30323
2014-09-29,,,,,,,,0.00095,,0.30382
2014-09-30,,,,,,,,0.00095,,0.30223
2014-10-01,,,,,,,,0.00094,,0.30241
2014-10-02,,,,,,,,0.00094,,0.30375
2014-10-05,,,,,,,,0.00094,,0.29884
2014-10-06,,,,,,,,0.00094,,0.3027
2014-10-07,,,,,,,,0.00094,,0.30279
2014-10-08,,,,,,,,0.00093,,0.30537
2014-10-09,,,,,,,,0.00094,,0.30367
2014-10-12,,,,,,,,0.00095,,0.30204
2014-10-13,,,,,,,,0.00094,,0.30339
2014-10-14,,,,,,,,0.00094,,0.30081
2014-10-15,,,,,,,,0.00094,,0.30401
2014-10-16,,,,,,,,0.00094,,0.30286
2014-10-19,,,,,,,,0.00094,,0.30231
2014-10-20,,,,,,,,0.00095,,0.30289
2014-10-21,,,,,,,,0.00095,,0.30132
2014-10-22,,,,,,,,0.00095,,0.29901
2014-10-23,,,,,,,,0.00094,,0.29934
2014-10-26,,,,,,,,0.00095,,0.30118
2014-10-27,,,,,,,,0.00095,,0.3007
2014-10-28,,,,,,,,0.00096,,0.3023
2014-10-29,,,,,,,,0.00095,,0.29925
2014-10-30,,,,,,,,0.00095,,0.29951
2014-11-02,,,,,,,,0.00095,,0.29613
2014-11-03,,,,,,,,0.00093,,0.29608
2014-11-04,,,,,,,,0.00093,,0.29696
2014-11-05,,,,,,,,0.00092,,0.29522
2014-11-06,,,,,,,,0.00092,,0.29373
2014-11-09,,,,,,,,0.00094,,0.29493
2014-11-10,,,,,,,,0.00092,,0.29462
2014-11-11,,,,,,,,0.00091,,0.29592
2014-11-12,,,,,,,,0.00091,,0.29476
2014-11-13,,,,,,,,0.00091,,0.2945
2014-11-16,,,,,,,,0.00091,,0.29629
2014-11-17,,,,,,,,0.00091,,0.29503
2014-11-18,,,,,,,,0.00091,,0.29753
2014-11-19,,,,,,,,0.0009,,0.29721
2014-11-20,,,,,,,,0.0009,,0.29788
2014-11-23,,,,,,,,0.0009,,0.2948
2014-11-24,,0.1628,0.00046,0.04506,0.00404,0.01616,0.25888,0.0009,0.0732,0.29638
2014-11-25,,0.1629,0.00046,0.04519,0.00405,0.01616,0.25817,0.0009,0.0731,0.29895
2014-11-26,,0.1628,0.00046,0.04532,0.00405,0.01618,0.25779,0.00091,0.0728,0.29932
2014-11-27,,0.1628,0.00046,0.04507,0.00403,0.01616,0.25651,0.00091,0.0726,0.29837
2014-11-28,,0.1627,0.00045,0.04507,0.00405,0.01606,0.25691,,0.0717,
2014-11-30,,,,,,,,0.00092,,0.29761
2014-12-01,,0.1625,0.00044,0.04515,0.00405,0.01614,0.25476,0.0009,0.0715,0.29874
2014-12-02,,0.1626,0.00043,0.04477,0.00401,0.01618,0.25104,0.0009,0.0708,0.29771
2014-12-03,,0.1625,0.00044,0.04453,0.00398,0.01616,0.25077,0.0009,0.0709,0.29669
2014-12-04,,0.1626,0.00044,0.04478,0.00401,0.01622,0.25238,0.0009,0.0706,0.29806
2014-12-05,,0.1626,0.00043,0.04442,0.00398,0.01612,0.25086,,0.0696,
2014-12-07,,,,,,,,0.00089,,0.2958
2014-12-08,,0.162,0.00043,0.04454,0.004,0.01617,0.25162,0.0009,0.0695,0.29612
2014-12-09,,0.1616,0.00042,0.04477,0.00402,0.01616,0.25361,0.00091,0.0693,0.29827
2014-12-10,,0.1619,0.00042,0.04502,0.00403,0.01609,0.25379,0.00091,0.0686,0.29877
2014-12-11,,0.1615,0.00042,0.04486,0.004,0.016,0.25441,0.00091,0.0676,0.29704
2014-12-12,,0.1616,0.00042,0.04513,0.00401,0.01596,0.25564,,0.0677,
2014-12-14,,,,,,,,0.00091,,0.29807
2014-12-15,,0.1615,0.00042,0.04507,0.004,0.01582,0.25471,0.00091,0.068,0.29772
2014-12-16,,0.1615,0.00041,0.04531,0.00398,0.0157,0.25539,0.00093,0.0677,0.29684
2014-12-17,,0.1613,0.00041,0.04465,0.0039,0.01574,0.2547,0.00091,0.0686,0.29157
2014-12-18,,0.1609,0.00043,0.04447,0.00388,0.01587,0.25337,0.00091,0.0687,0.28925
2014-12-19,,0.1607,0.00043,0.04418,0.00387,0.0158,0.25428,,0.0683,
2014-12-21,,,,,,,,0.00091,,0.28704
2014-12-22,,0.1607,0.00043,0.04427,0.00388,0.01581,0.25541,0.00091,0.0681,0.28693
2014-12-23,,0.1606,0.00043,0.04386,0.00383,0.01576,0.25396,0.0009,0.0677,0.28323
2014-12-24,,0.1608,0.00043,0.04394,0.00383,0.01573,0.25408,0.00091,0.0679,0.28106
2014-12-25,,0.1608,0.00043,0.044,0.00383,0.01574,0.25418,0.00091,0.0678,0.28175
2014-12-26,,0.1608,0.00043,0.04383,0.00383,0.01573,0.25418,,0.0677,
2014-12-28,,,,,,,,0.0009,,0.28045
2014-12-29,,0.1607,0.00042,0.04385,0.00384,0.0157,0.25415,0.00091,0.0676,0.28288
2014-12-30,,0.1612,0.00042,0.04382,0.00384,0.01577,0.25602,0.00091,0.0678,0.28453
2014-12-31,,0.1612,0.00042,0.04371,0.00385,0.01586,0.25548,0.00092,0.0677,0.28255
2015-01-01,,0.1612,0.00042,0.04364,0.0038,0.01586,0.25631,0.00091,0.0677,0.28247
2015-01-02,,0.1611,0.00042,0.04342,0.00375,0.01579,0.25363,,0.0673,
2015-01-04,,,,,,,,0.0009,,0.27814
2015-01-05,,0.1607,0.00041,0.04303,0.00373,0.01578,0.25243,0.0009,0.0668,0.27817
2015-01-06,,0.1609,0.00041,0.04286,0.00369,0.01572,0.25219,0.00091,0.0671,0.27503
2015-01-07,,0.1609,0.00041,0.04244,0.0037,0.0158,0.25144,0.00091,0.0679,0.27574
2015-01-08,,0.1609,0.00041,0.04223,0.00371,0.01595,0.2521,0.00091,0.0681,0.27554
2015-01-09,,0.161,0.00041,0.04202,0.00371,0.01609,0.25333,,0.0685,
2015-01-11,,,,,,,,0.00092,,0.27806
2015-01-12,,0.1612,0.00041,0.04174,0.0037,0.0161,0.25365,0.00093,0.0682,0.27687
2015-01-13,,0.1613,0.00041,0.04182,0.00367,0.01613,0.25344,0.00093,0.0684,0.27505
2015-01-14,,0.1613,0.00041,0.04199,0.00366,0.0161,0.25617,0.00092,0.069,0.27693
2015-01-15,,0.1616,0.00041,0.04168,0.00358,0.0161,0.25379,0.00093,0.0682,0.27039
2015-01-16,,0.1611,0.00042,0.04143,0.00359,0.01622,0.2534,,0.0686,
2015-01-18,,,,,,,,0.00093,,0.26836
2015-01-19,,0.1607,0.00042,0.04148,0.0036,0.01622,0.25421,0.00093,0.0683,0.26791
2015-01-20,,0.1609,0.00042,0.04138,0.00363,0.01621,0.25341,0.00092,0.0682,0.26658
2015-01-21,,0.1609,0.00042,0.0415,0.00366,0.01624,0.25326,0.00092,0.0677,0.27009
2015-01-22,,0.161,0.00042,0.04075,0.00361,0.01623,0.25246,0.00092,0.0682,0.26691
2015-01-23,,0.1605,0.00042,0.04035,0.0036,0.01626,0.24919,,0.0683,
2015-01-25,,,,,,,,0.00092,,0.2649
2015-01-26,,0.1599,0.00042,0.04045,0.00359,0.01626,0.25029,0.00093,0.0685,0.26711
2015-01-27,,0.1601,0.00042,0.04071,0.00363,0.01629,0.25359,0.00093,0.0683,0.26863
2015-01-28,,0.16,0.00042,0.04057,0.00358,0.01629,0.25337,0.00092,0.0678,0.26612
2015-01-29,,0.16,0.00041,0.04077,0.00362,0.01618,0.25369,0.00091,0.0675,0.26937
2015-01-30,,0.16,0.00041,0.04066,0.00361,0.01609,0.2534,,0.0667,
2015-02-01,,,,,,,,0.00091,,0.27047
2015-02-02,,0.1597,0.00042,0.04075,0.00362,0.01619,0.25393,0.00091,0.0672,0.27094
2015-02-03,,0.1598,0.00042,0.04124,0.00369,0.01623,0.25609,0.00092,0.0682,0.27482
2015-02-04,,0.16,0.00042,0.0408,0.00365,0.01617,0.25556,0.00092,0.0672,0.27192
2015-02-05,,0.1599,0.00042,0.04133,0.00371,0.01619,0.25877,0.00092,0.0676,0.27548
2015-02-06,,0.1601,0.00042,0.04078,0.00369,0.01616,0.25728,,0.0672,
2015-02-08,,,,,,,,0.00091,,0.27228
2015-02-09,,0.16,0.00042,0.04081,0.00366,0.01608,0.25693,0.00091,0.0673,0.27089
2015-02-10,,0.1602,0.00042,0.04086,0.00364,0.01604,0.25803,0.00091,0.0668,0.26994
2015-02-11,,0.1601,0.00042,0.04096,0.00364,0.01602,0.25863,0.0009,0.0663,0.2695
2015-02-12,,0.1601,0.00041,0.04118,0.0037,0.01609,0.25704,0.00091,0.067,0.27398
2015-02-13,,0.1602,0.00042,0.04111,0.0037,0.01611,0.25602,,0.0671,
2015-02-15,,,,,,,,0.00091,,0.27313
2015-02-16,,0.16,0.00042,0.04099,0.00367,0.01606,0.25774,0.00091,0.067,0.2715
2015-02-17,,0.1598,0.00042,0.04132,0.00368,0.01608,0.25858,0.0009,0.067,0.27229
2015-02-18,,0.1598,0.00041,0.04178,0.0037,0.0161,0.25884,0.0009,0.0671,0.27259
2015-02-19,,0.1598,0.00041,0.04148,0.00369,0.01608,0.25944,0.0009,0.0666,0.27265
2015-02-20,,0.1598,0.00041,0.04123,0.00367,0.01605,0.25817,,0.0665,
2015-02-22,,,,,,,,0.0009,,0.27296
2015-02-23,,0.1598,0.0004,0.04127,0.00368,0.01608,0.25491,0.0009,0.0662,0.27119
2015-02-24,,0.1598,0.0004,0.04126,0.00369,0.01606,0.25241,0.0009,0.067,0.27275
2015-02-25,,0.1597,0.0004,0.0414,0.0037,0.01616,0.253,0.00091,0.0669,0.27342
2015-02-26,,0.1597,0.0004,0.04063,0.00367,0.01619,0.25208,0.00091,0.0667,0.27007
2015-02-27,,0.1597,0.0004,0.04063,0.00367,0.01622,0.25044,,0.0668,
2015-03-01,,,,,,,,0.00091,,0.26932
2015-03-02,,0.1594,0.0004,0.0406,0.00364,0.01615,0.24928,0.00091,0.0665,0.26899
2015-03-03,,0.1593,0.00039,0.04066,0.00362,0.01617,0.24997,0.00091,0.0667,0.26849
2015-03-04,,0.1594,0.00039,0.04028,0.00359,0.01605,0.25003,0.00091,0.0664,0.26729
2015-03-05,,0.1595,0.00039,0.04038,0.00359,0.01601,0.24988,0.00091,0.0658,0.26647
2015-03-06,,0.1596,0.00039,0.03966,0.00355,0.01592,0.24779,,0.0644,
2015-03-08,,,,,,,,0.0009,,0.26256
2015-03-09,,0.1596,0.00039,0.03971,0.00353,0.01596,0.24929,0.0009,0.0645,0.2633
2015-03-10,,0.1596,0.00038,0.03913,0.00345,0.01594,0.24675,0.00089,0.064,0.25753
2015-03-11,,0.1597,0.00038,0.03866,0.00345,0.01592,0.24703,0.00089,0.0646,0.25598
2015-03-12,,0.1597,0.00038,0.03884,0.00347,0.01599,0.24918,0.00089,0.0649,0.25665
2015-03-13,,0.1597,0.00038,0.03841,0.00341,0.01587,0.2475,,0.0648,
2015-03-15,,,,,,,,0.00088,,0.25265
2015-03-16,,0.1596,0.00037,0.03874,0.00346,0.01592,0.24809,0.00089,0.0648,0.25623
2015-03-17,,0.16,0.00037,0.03885,0.00346,0.01595,0.24866,0.00089,0.0649,0.25635
2015-03-18,,0.1605,0.00038,0.03957,0.00355,0.01594,0.24981,0.0009,0.0656,0.26253
2015-03-19,,0.1613,0.00038,0.03886,0.00349,0.01597,0.24707,0.00089,0.0654,0.25865
2015-03-20,,0.1611,0.00038,0.03939,0.00352,0.01602,0.24571,,0.0664,
2015-03-22,,,,,,,,0.0009,,0.26199
2015-03-23,,0.1609,0.00039,0.03995,0.00359,0.01606,0.25234,0.00091,0.067,0.26653
2015-03-24,,0.1611,0.00039,0.03976,0.00362,0.01605,0.25468,0.00091,0.0669,0.26649
2015-03-25,,0.1608,0.0004,0.04001,0.00364,0.01601,0.25332,0.00091,0.0666,0.26863
2015-03-26,,0.161,0.00039,0.03953,0.0036,0.01591,0.25199,0.00091,0.0659,0.26694
2015-03-27,,0.1609,0.00039,0.0396,0.0036,0.01599,0.25133,,0.0656,
2015-03-29,,,,,,,,0.00091,,0.26553
2015-03-30,,0.1611,0.00039,0.03937,0.00359,0.01597,0.25203,0.0009,0.0649,0.26495
2015-03-31,,0.1613,0.00039,0.03892,0.00355,0.01602,0.25072,0.0009,0.0655,0.2638
2015-04-01,,0.1613,0.00039,0.039,0.00358,0.01605,0.25101,0.00091,0.066,0.26535
2015-04-02,,0.1613,0.00039,0.03943,0.0036,0.01611,0.25366,0.00092,0.0666,0.26731
2015-04-03,,0.1631,0.00039,0.03975,0.00364,0.01614,0.25437,,0.0674,
2015-04-05,,,,,,,,0.00092,,0.27124
2015-04-06,,0.1614,0.00039,0.03973,0.00363,0.01607,0.25457,0.00092,0.067,0.26821
2015-04-07,,0.1613,0.00039,0.03945,0.0036,0.01604,0.25294,0.00092,0.067,0.26773
2015-04-08,,0.1612,0.0004,0.03932,0.00361,0.01608,0.25379,0.00092,0.067,0.26934
2015-04-09,,0.1611,0.0004,0.03885,0.00355,0.01608,0.25218,0.00091,0.0662,0.26515
2015-04-10,,0.161,0.0004,0.0387,0.00354,0.01602,0.25086,,0.0656,
2015-04-12,,,,,,,,0.00092,,0.26406
2015-04-13,,0.1608,0.0004,0.0386,0.00354,0.01602,0.24969,0.00091,0.0649,0.26407
2015-04-14,,0.1609,0.00039,0.03892,0.00357,0.01605,0.25178,0.00092,0.0655,0.26518
2015-04-15,,0.1611,0.00039,0.03885,0.00353,0.01602,0.25174,0.00091,0.0655,0.26581
2015-04-16,,0.1614,0.0004,0.03914,0.00354,0.01604,0.25443,0.00092,0.0658,0.26739
2015-04-17,,0.1613,0.0004,0.03935,0.00355,0.01598,0.25415,,0.0651,
2015-04-19,,,,,,,,0.00092,,0.26859
2015-04-20,,0.1612,0.0004,0.03913,0.00358,0.01587,0.25382,0.00093,0.0646,0.26969
2015-04-21,,0.1612,0.0004,0.03907,0.00357,0.01588,0.25295,0.00093,0.0647,0.26942
2015-04-22,,0.1614,0.0004,0.03907,0.00354,0.01588,0.25271,0.00092,0.0647,0.26899
2015-04-23,,0.1613,0.0004,0.0394,0.00358,0.01578,0.2549,0.00093,0.0651,0.27042
2015-04-24,,0.1614,0.00041,0.03951,0.00357,0.01573,0.25542,,0.065,
2015-04-26,,,,,,,,0.00093,,0.26958
2015-04-27,,0.1608,0.00041,0.03951,0.0036,0.01573,0.25646,0.00094,0.065,0.27289
2015-04-28,,0.1611,0.00041,0.03997,0.00362,0.01583,0.25843,0.00094,0.0655,0.27448
2015-04-29,,0.1613,0.00041,0.04048,0.00365,0.01577,0.25846,0.00093,0.0652,0.27753
2015-04-30,,0.1612,0.00042,0.04077,0.00367,0.01571,0.25845,0.00093,0.0651,0.2781
2015-05-01,,0.1612,0.00042,0.04087,0.00367,0.0157,0.25678,,0.0641,
2015-05-03,,,,,,,,0.00093,,0.27532
2015-05-04,,0.161,0.00042,0.04069,0.00365,0.0157,0.2567,0.00093,0.0647,0.27696
2015-05-05,,0.1611,0.00042,0.04075,0.00366,0.01577,0.25731,0.00093,0.0651,0.27747
2015-05-06,,0.1612,0.00042,0.04134,0.00369,0.01574,0.25928,0.00093,0.065,0.28065
2015-05-07,,0.1611,0.00042,0.04101,0.00368,0.01558,0.25823,0.00092,0.0653,0.27809
2015-05-08,,0.161,0.00042,0.04091,0.00369,0.01568,0.25814,,0.066,
2015-05-10,,,,,,,,0.00092,,0.27583
2015-05-11,,0.161,0.00042,0.04062,0.00363,0.01563,0.25827,0.00091,0.0651,0.27337
2015-05-12,,0.161,0.00042,0.04085,0.00363,0.01556,0.25851,0.00092,0.0652,0.2742
2015-05-13,,0.1611,0.00042,0.04128,0.00366,0.01565,0.26012,0.00092,0.065,0.27737
2015-05-14,,0.1612,0.00042,0.04145,0.0037,0.01575,0.26129,0.00092,0.0662,0.28034
2015-05-15,,0.1611,0.00041,0.04177,0.00367,0.01577,0.26183,,0.0665,
2015-05-17,,,,,,,,0.00092,,0.28335
2015-05-18,,0.1611,0.00041,0.04125,0.00364,0.01568,0.25973,0.00092,0.0661,0.27795
2015-05-19,,0.1611,0.0004,0.04064,0.00362,0.01567,0.25787,0.00091,0.0657,0.27532
2015-05-20,,0.1611,0.0004,0.04055,0.00359,0.01565,0.25717,0.00091,0.0658,0.2721
2015-05-21,,0.1613,0.0004,0.0405,0.00359,0.01573,0.25776,0.00092,0.0656,0.27179
2015-05-22,,0.1613,0.0004,0.04009,0.00356,0.01575,0.25666,,0.0654,
2015-05-24,,,,,,,,0.00091,,0.2662
2015-05-25,,0.1613,0.0004,0.04009,0.00354,0.01574,0.25766,0.00091,0.0655,0.26757
2015-05-26,,0.1611,0.00039,0.03961,0.0035,0.01563,0.2567,0.0009,0.0654,0.26263
2015-05-27,,0.1612,0.00039,0.03966,0.0035,0.01564,0.2582,0.0009,0.0649,0.26424
2015-05-28,,0.1612,0.00039,0.03992,0.00352,0.01566,0.25718,0.0009,0.0653,0.2648
2015-05-29,,0.1613,0.00039,0.04004,0.00353,0.01566,0.25898,,0.065,
2015-05-31,,,,,,,,0.0009,,0.26689
2015-06-01,,0.1613,0.00039,0.03979,0.00352,0.01571,0.25775,0.0009,0.0641,0.26551
2015-06-02,,0.1613,0.00039,0.04055,0.00355,0.0157,0.25956,0.0009,0.0647,0.27073
2015-06-03,,0.1613,0.00039,0.04091,0.00358,0.01561,0.26083,0.0009,0.0644,0.27073
2015-06-04,,0.1612,0.00039,0.04081,0.00357,0.01562,0.25998,0.0009,0.0643,0.26954
2015-06-05,,0.1612,0.00038,0.04053,0.00354,0.01567,0.25823,,0.0636,
2015-06-07,,,,,,,,0.00089,,0.2676
2015-06-08,,0.1611,0.00038,0.04111,0.00357,0.01562,0.25976,0.00089,0.0639,0.27018
2015-06-09,,0.1611,0.00039,0.04107,0.00358,0.01561,0.26104,0.00089,0.0641,0.2708
2015-06-10,,0.1611,0.00039,0.04148,0.0036,0.01565,0.26043,0.0009,0.0646,0.27321
2015-06-11,,0.1611,0.00039,0.04114,0.00359,0.01563,0.26094,0.0009,0.065,0.27225
2015-06-12,,0.161,0.0004,0.0412,0.00359,0.01561,0.25954,,0.0649,
2015-06-14,,,,,,,,0.0009,,0.27128
2015-06-15,,0.161,0.0004,0.04131,0.00359,0.01559,0.26022,0.0009,0.0647,0.2717
2015-06-16,,0.161,0.0004,0.04121,0.00358,0.01556,0.25984,0.00089,0.0649,0.27159
2015-06-17,,0.161,0.00039,0.04155,0.00362,0.01557,0.26151,0.0009,0.0655,0.27384
2015-06-18,,0.161,0.00039,0.04171,0.00361,0.01568,0.26062,0.00091,0.0652,0.27282
2015-06-19,,0.161,0.00039,0.04163,0.00359,0.01574,0.26073,,0.0651,
2015-06-21,,,,,,,,0.00091,,0.27226
2015-06-22,,0.161,0.00039,0.04163,0.00362,0.01574,0.26387,0.00091,0.0651,0.27199
2015-06-23,,0.1611,0.00039,0.041,0.00358,0.0157,0.26588,0.00091,0.0649,0.26867
2015-06-24,,0.1611,0.00039,0.04111,0.00358,0.01572,0.26633,0.0009,0.0639,0.26869
2015-06-25,,0.161,0.00039,0.0411,0.00356,0.01572,0.26465,0.0009,0.0645,0.26872
2015-06-26,,0.161,0.00039,0.04094,0.00356,0.01572,0.26276,,0.0642,
2015-06-28,,,,,,,,0.00089,,0.26237
2015-06-29,,0.161,0.00039,0.04104,0.00353,0.01565,0.26327,0.00089,0.0637,0.26764
2015-06-30,,0.1612,0.00039,0.0408,0.00351,0.0157,0.26451,0.00089,0.063,0.26573
2015-07-01,,0.1612,0.00038,0.04046,0.00349,0.0157,0.26371,0.00089,0.0633,0.26366
2015-07-02,,0.1611,0.00038,0.04066,0.0035,0.01576,0.26443,0.00089,0.0638,0.26469
2015-07-03,,0.1612,0.00038,0.04095,0.0035,0.01571,0.26381,,0.0633,
2015-07-05,,,,,,,,0.00089,,0.26185
2015-07-06,,0.161,0.00037,0.04066,0.00347,0.01577,0.26478,0.00089,0.0636,0.2631
2015-07-07,,0.161,0.00037,0.04054,0.00345,0.01574,0.26339,0.00088,0.0632,0.26167
2015-07-08,,0.161,0.00037,0.04075,0.00346,0.01572,0.26304,0.00088,0.063,0.2616
2015-07-09,,0.161,0.00037,0.04079,0.00349,0.01578,0.26325,0.00088,0.0632,0.26261
2015-07-10,,0.161,0.00037,0.0412,0.00357,0.01577,0.26466,,0.0636,
2015-07-12,,,,,,,,0.00089,,0.26668
2015-07-13,,0.161,0.00037,0.04056,0.00352,0.01573,0.26444,0.00088,0.0636,0.2658
2015-07-14,,0.161,0.00037,0.04066,0.00352,0.01579,0.26466,0.00088,0.0633,0.26652
2015-07-15,,0.161,0.00037,0.04041,0.00351,0.01572,0.2643,0.00087,0.0632,0.26499
2015-07-16,,0.161,0.00036,0.04012,0.00349,0.01574,0.26305,0.00087,0.0631,0.26488
2015-07-17,,0.161,0.00036,0.04009,0.00349,0.01575,0.26176,,0.0627,
2015-07-19,,,,,,,,0.00087,,0.26404
2015-07-20,,0.161,0.00036,0.03994,0.00347,0.01569,0.26027,0.00087,0.0624,0.26281
2015-07-21,,0.161,0.00036,0.04029,0.00352,0.01571,0.26244,0.00087,0.0624,0.26473
2015-07-22,,0.161,0.00036,0.04036,0.00352,0.01571,0.26111,0.00086,0.0621,0.26552
2015-07-23,,0.161,0.00035,0.04058,0.00351,0.01566,0.26094,0.00086,0.0616,0.26706
2015-07-24,,0.161,0.00035,0.04058,0.00352,0.0156,0.26097,,0.0615,
2015-07-26,,,,,,,,0.00086,,0.26497
2015-07-27,,0.161,0.00035,0.04096,0.00355,0.01556,0.26462,0.00086,0.0613,0.26933
2015-07-28,,0.161,0.00035,0.04086,0.00355,0.01568,0.26388,0.00086,0.0614,0.26872
2015-07-29,,0.161,0.00035,0.04049,0.00353,0.01566,0.26405,0.00086,0.0614,0.2664
2015-07-30,,0.161,0.00035,0.04036,0.00352,0.0156,0.26393,0.00085,0.0614,0.26433
2015-07-31,,0.161,0.00035,0.04054,0.00357,0.01559,0.26503,,0.0621,
2015-08-02,,,,,,,,0.00086,,0.26492
2015-08-03,,0.161,0.00035,0.04046,0.00354,0.01563,0.26503,0.00086,0.0612,0.26429
2015-08-04,,0.161,0.00034,0.04022,0.00349,0.01567,0.26257,0.00086,0.0613,0.26041
2015-08-05,,0.161,0.00034,0.04027,0.0035,0.01569,0.26159,0.00085,0.0611,0.26156
2015-08-06,,0.161,0.00034,0.04038,0.00349,0.01569,0.2619,0.00086,0.0612,0.26085
2015-08-07,,0.161,0.00034,0.04049,0.00354,0.01568,0.26243,,0.0618,
2015-08-09,,,,,,,,0.00086,,0.26203
2015-08-10,,0.161,0.00034,0.04071,0.00351,0.01567,0.26286,0.00086,0.0618,0.26237
2015-08-11,,0.1581,0.00034,0.04081,0.00352,0.01556,0.26169,0.00085,0.0613,0.26328
