Date,Currency,Optimal Risk Weight,Std Dev,Expected Return,Optimal DV01,Portfolio Volatility,1-Day Change,T-Costs,1D Gross Return,1D Net Return,Cumulative Gross Return,Cumulative Net Return,DV01 Portfolio Volatility
2013-01-01,CLP,-7310.27,76,-1.12,-95.74,15000.0,-7310.27,191.47,0.0,-191.47,0.0,-191.47,16134.0
2013-01-01,CNY,-6077.06,68,-1.69,-89.62,15000.0,-6077.06,89.62,0.0,-89.62,0.0,-89.62,16134.0
2013-01-01,COP,5857.88,76,1.47,77.5,15000.0,5857.88,232.51,-0.0,-232.51,0.0,-232.51,16134.0
2013-01-01,CZK,5667.74,39,1.63,145.45,15000.0,5667.74,218.17,0.0,-218.17,0.0,-218.17,16134.0
2013-01-01,HUF,2955.15,104,1.86,28.31,15000.0,2955.15,84.92,0.0,-84.92,0.0,-84.92,16134.0
2013-01-01,INR,4078.1,56,0.81,72.26,15000.0,4078.1,144.52,0.0,-144.52,0.0,-144.52,16134.0
2013-01-01,ILS,5222.93,54,1.69,96.58,15000.0,5222.93,193.16,0.0,-193.16,0.0,-193.16,16134.0
2013-01-01,KRW,0.0,57,0.75,0.0,15000.0,0.0,0.0,-0.0,-0.0,0.0,0.0,16134.0
2013-01-01,MXN,-4510.13,46,-0.83,-98.15,15000.0,-4510.13,98.15,-0.0,-98.15,0.0,-98.15,16134.0
2013-01-01,PLN,5460.58,67,2.4,81.94,15000.0,5460.58,122.91,-0.0,-122.91,0.0,-122.91,16134.0
2013-01-01,ZAR,2830.12,66,0.93,42.81,15000.0,2830.12,64.21,0.0,-64.21,0.0,-64.21,16134.0
2013-01-02,CLP,-7310.27,76,-1.15,-96.11,15000.0,0.0,0.0,421.85,421.85,421.85,230.37,16128.0
2013-01-02,CNY,-6077.06,67,-1.71,-90.05,15000.0,0.0,0.0,585.72,585.72,585.72,496.1,16128.0
2013-01-02,COP,5857.88,75,1.49,77.8,15000.0,0.0,0.0,179.1,179.1,179.1,-53.42,16128.0
2013-01-02,CZK,5667.74,39,1.61,145.93,15000.0,0.0,0.0,-531.32,-531.32,-531.32,-749.49,16128.0
2013-01-02,HUF,2955.15,104,1.87,28.4,15000.0,0.0,0.0,166.48,166.48,166.48,81.56,16128.0
2013-01-02,INR,4078.1,56,0.84,72.51,15000.0,0.0,0.0,-14.23,-14.23,-14.23,-158.75,16128.0
2013-01-02,ILS,5222.93,54,1.68,96.78,15000.0,0.0,0.0,-495.84,-495.84,-495.84,-689.0,16128.0
2013-01-02,KRW,0.0,57,0.75,0.0,15000.0,0.0,0.0,-0.0,-0.0,0.0,0.0,16128.0
2013-01-02,MXN,-4510.13,46,-0.82,-98.66,15000.0,0.0,0.0,-109.96,-109.96,-109.96,-208.11,16128.0
2013-01-02,PLN,5460.58,67,2.36,81.43,15000.0,0.0,0.0,-595.81,-595.81,-595.81,-718.73,16128.0
2013-01-02,ZAR,2830.12,66,0.93,43.05,15000.0,0.0,0.0,15.57,15.57,15.57,-48.64,16128.0
2013-01-03,CLP,-7310.27,76,-1.17,-96.59,15000.0,0.0,0.0,47.43,47.43,469.28,277.8,16090.0
2013-01-03,CNY,-6077.06,67,-1.73,-90.43,15000.0,0.0,0.0,15.83,15.83,601.56,511.94,16090.0
2013-01-03,COP,5857.88,75,1.51,78.18,15000.0,0.0,0.0,258.96,258.96,438.06,205.55,16090.0
2013-01-03,CZK,5667.74,39,1.6,146.31,15000.0,0.0,0.0,-136.67,-136.67,-667.99,-886.16,16090.0
2013-01-03,HUF,2955.15,103,1.87,28.56,15000.0,0.0,0.0,50.48,50.48,216.96,132.04,16090.0
2013-01-03,INR,4078.1,56,0.87,72.78,15000.0,0.0,0.0,-22.83,-22.83,-37.07,-181.58,16090.0
2013-01-03,ILS,5222.93,54,1.65,96.57,15000.0,0.0,0.0,-148.26,-148.26,-644.1,-837.25,16090.0
2013-01-03,KRW,0.0,57,0.77,0.0,15000.0,0.0,0.0,0.0,0.0,0.0,0.0,16090.0
2013-01-03,MXN,-4510.13,45,-0.84,-99.18,15000.0,0.0,0.0,275.63,275.63,165.67,67.52,16090.0
2013-01-03,PLN,5460.58,68,2.3,79.85,15000.0,0.0,0.0,-560.34,-560.34,-1156.16,-1279.07,16090.0
2013-01-03,ZAR,2830.12,65,0.92,43.23,15000.0,0.0,0.0,-147.73,-147.73,-132.15,-196.37,16090.0
2013-01-04,CLP,-7310.27,75,-1.19,-97.14,15000.0,0.0,0.0,-103.95,-103.95,365.33,173.85,15875.0
2013-01-04,CNY,-6077.06,67,-1.77,-90.38,15000.0,0.0,0.0,547.5,547.5,1149.05,1059.44,15875.0
2013-01-04,COP,5857.88,80,1.64,72.78,15000.0,0.0,0.0,2943.88,2943.88,3381.94,3149.43,15875.0
2013-01-04,CZK,5667.74,39,1.57,146.36,15000.0,0.0,0.0,-176.53,-176.53,-844.53,-1062.7,15875.0
2013-01-04,HUF,2955.15,103,1.85,28.56,15000.0,0.0,0.0,-423.1,-423.1,-206.14,-291.06,15875.0
2013-01-04,INR,4078.1,56,0.85,73.16,15000.0,0.0,0.0,-345.38,-345.38,-382.45,-526.97,15875.0
2013-01-04,ILS,5222.93,55,1.61,95.29,15000.0,0.0,0.0,-469.92,-469.92,-1114.02,-1307.18,15875.0
2013-01-04,KRW,0.0,56,0.78,0.0,15000.0,0.0,0.0,-0.0,-0.0,0.0,0.0,15875.0
2013-01-04,MXN,-4510.13,45,-0.89,-99.45,15000.0,0.0,0.0,296.77,296.77,462.44,364.29,15875.0
2013-01-04,PLN,5460.58,70,2.24,78.0,15000.0,0.0,0.0,-212.81,-212.81,-1368.96,-1491.88,15875.0
2013-01-04,ZAR,2830.12,66,0.9,43.21,15000.0,0.0,0.0,-197.99,-197.99,-330.14,-394.36,15875.0
2013-01-07,CLP,-7310.27,75,-1.2,-97.69,15000.0,0.0,0.0,6.97,6.97,372.3,180.82,15884.0
2013-01-07,CNY,-6077.06,67,-1.79,-90.65,15000.0,0.0,0.0,-327.55,-327.55,821.51,731.89,15884.0
2013-01-07,COP,5857.88,80,1.65,73.1,15000.0,0.0,0.0,-2442.46,-2442.46,939.48,706.97,15884.0
2013-01-07,CZK,5667.74,39,1.56,146.37,15000.0,0.0,0.0,355.53,355.53,-489.0,-707.17,15884.0
2013-01-07,HUF,2955.15,103,1.83,28.6,15000.0,0.0,0.0,-12.83,-12.83,-218.97,-303.89,15884.0
2013-01-07,INR,4078.1,55,0.85,73.59,15000.0,0.0,0.0,120.63,120.63,-261.82,-406.33,15884.0
2013-01-07,ILS,5222.93,55,1.58,94.46,15000.0,0.0,0.0,133.35,133.35,-980.67,-1173.83,15884.0
2013-01-07,KRW,0.0,56,0.79,0.0,15000.0,0.0,0.0,-0.0,-0.0,0.0,0.0,15884.0
2013-01-07,MXN,-4510.13,45,-0.9,-99.99,15000.0,0.0,0.0,-354.67,-354.67,107.77,9.62,15884.0
2013-01-07,PLN,5460.58,71,2.19,76.79,15000.0,0.0,0.0,133.42,133.42,-1235.55,-1358.46,15884.0
2013-01-07,ZAR,2830.12,65,0.88,43.37,15000.0,0.0,0.0,157.07,157.07,-173.07,-237.28,15884.0
2013-01-08,CLP,-7310.27,74,-1.21,-98.25,15000.0,0.0,0.0,-50.69,-50.69,321.61,130.13,15894.0
2013-01-08,CNY,-6077.06,67,-1.78,-91.13,15000.0,0.0,0.0,-327.96,-327.96,493.54,403.92,15894.0
2013-01-08,COP,5857.88,81,1.68,72.71,15000.0,0.0,0.0,735.08,735.08,1674.56,1442.05,15894.0
2013-01-08,CZK,5667.74,39,1.55,146.69,15000.0,0.0,0.0,150.07,150.07,-338.93,-557.1,15894.0
2013-01-08,HUF,2955.15,103,1.81,28.69,15000.0,0.0,0.0,104.05,104.05,-114.92,-199.84,15894.0
2013-01-08,INR,4078.1,55,0.83,73.62,15000.0,0.0,0.0,-318.23,-318.23,-580.05,-724.57,15894.0
2013-01-08,ILS,5222.93,55,1.56,94.36,15000.0,0.0,0.0,369.96,369.96,-610.72,-803.87,15894.0
2013-01-08,KRW,0.0,56,0.81,0.0,15000.0,0.0,0.0,0.0,0.0,0.0,0.0,15894.0
2013-01-08,MXN,-4510.13,45,-0.88,-100.54,15000.0,0.0,0.0,-262.13,-262.13,-154.36,-252.5,15894.0
2013-01-08,PLN,5460.58,71,2.17,76.75,15000.0,0.0,0.0,624.42,624.42,-611.13,-734.04,15894.0
2013-01-08,ZAR,2830.12,65,0.88,43.59,15000.0,0.0,0.0,103.01,103.01,-70.06,-134.28,15894.0
2013-01-09,CLP,-7310.27,74,-1.2,-98.65,15000.0,0.0,0.0,-278.49,-278.49,43.11,-148.36,15968.0
2013-01-09,CNY,-6077.06,66,-1.78,-91.59,15000.0,0.0,0.0,17.38,17.38,510.92,421.3,15968.0
2013-01-09,COP,5857.88,80,1.69,73.0,15000.0,0.0,0.0,-495.01,-495.01,1179.55,947.04,15968.0
2013-01-09,CZK,5667.74,38,1.54,147.35,15000.0,0.0,0.0,-289.24,-289.24,-628.17,-846.34,15968.0
2013-01-09,HUF,2955.15,103,1.8,28.75,15000.0,0.0,0.0,106.15,106.15,-8.77,-93.69,15968.0
2013-01-09,INR,4078.1,55,0.81,73.85,15000.0,0.0,0.0,134.41,134.41,-445.64,-590.15,15968.0
2013-01-09,ILS,5222.93,55,1.57,94.89,15000.0,0.0,0.0,432.98,432.98,-177.73,-370.89,15968.0
2013-01-09,KRW,0.0,56,0.82,0.0,15000.0,0.0,0.0,0.0,0.0,0.0,0.0,15968.0
2013-01-09,MXN,-4510.13,45,-0.84,-101.08,15000.0,0.0,0.0,-149.47,-149.47,-303.83,-401.98,15968.0
2013-01-09,PLN,5460.58,73,2.1,75.29,15000.0,0.0,0.0,-1372.82,-1372.82,-1983.95,-2106.86,15968.0
2013-01-09,ZAR,2830.12,65,0.88,43.82,15000.0,0.0,0.0,37.69,37.69,-32.37,-96.59,15968.0
2013-01-10,CLP,-7310.27,74,-1.2,-99.08,15000.0,0.0,0.0,104.93,104.93,148.04,-43.43,16087.0
2013-01-10,CNY,-6077.06,66,-1.79,-92.13,15000.0,0.0,0.0,245.93,245.93,756.85,667.23,16087.0
2013-01-10,COP,5857.88,80,1.69,73.42,15000.0,0.0,0.0,-174.75,-174.75,1004.8,772.29,16087.0
2013-01-10,CZK,5667.74,38,1.52,148.06,15000.0,0.0,0.0,-96.64,-96.64,-724.81,-942.98,16087.0
2013-01-10,HUF,2955.15,103,1.78,28.57,15000.0,0.0,0.0,-230.51,-230.51,-239.28,-324.2,16087.0
2013-01-10,INR,4078.1,55,0.81,74.13,15000.0,0.0,0.0,26.26,26.26,-419.38,-563.89,16087.0
2013-01-10,ILS,5222.93,55,1.55,95.43,15000.0,0.0,0.0,-414.1,-414.1,-591.84,-784.99,16087.0
2013-01-10,KRW,0.0,55,0.85,0.0,15000.0,0.0,0.0,0.0,0.0,0.0,0.0,16087.0
2013-01-10,MXN,-4510.13,45,-0.79,-100.95,15000.0,0.0,0.0,-225.21,-225.21,-529.04,-627.19,16087.0
2013-01-10,PLN,5460.58,73,2.04,74.93,15000.0,0.0,0.0,3.53,3.53,-1980.43,-2103.34,16087.0
2013-01-10,ZAR,2830.12,64,0.88,44.07,15000.0,0.0,0.0,25.72,25.72,-6.66,-70.87,16087.0
2013-01-11,CLP,-7310.27,73,-1.2,-99.49,15000.0,0.0,0.0,-161.22,-161.22,-13.18,-204.66,16714.0
2013-01-11,CNY,-6077.06,66,-1.79,-92.33,15000.0,0.0,0.0,-39.08,-39.08,717.77,628.15,16714.0
2013-01-11,COP,5857.88,83,1.69,70.28,15000.0,0.0,0.0,250.05,250.05,1254.85,1022.33,16714.0
2013-01-11,CZK,5667.74,38,1.5,148.75,15000.0,0.0,0.0,-198.89,-198.89,-923.7,-1141.87,16714.0
2013-01-11,HUF,2955.15,103,1.75,28.6,15000.0,0.0,0.0,-194.16,-194.16,-433.44,-518.36,16714.0
2013-01-11,INR,4078.1,55,0.79,74.55,15000.0,0.0,0.0,-111.98,-111.98,-531.36,-675.87,16714.0
2013-01-11,ILS,5222.93,54,1.54,95.92,15000.0,0.0,0.0,-57.12,-57.12,-648.96,-842.11,16714.0
2013-01-11,KRW,2551.68,55,0.86,46.25,15000.0,2551.68,69.38,-0.0,-69.38,0.0,-69.38,16714.0
2013-01-11,MXN,-4510.13,45,-0.74,-100.03,15000.0,0.0,0.0,-33.11,-33.11,-562.14,-660.29,16714.0
2013-01-11,PLN,5460.58,73,1.98,74.38,15000.0,0.0,0.0,-334.88,-334.88,-2315.31,-2438.22,16714.0
2013-01-11,ZAR,2830.12,64,0.86,44.33,15000.0,0.0,0.0,-198.2,-198.2,-204.86,-269.08,16714.0
2013-01-14,CLP,-7310.27,73,-1.2,-100.01,15000.0,0.0,0.0,234.43,234.43,221.25,29.78,16739.0
2013-01-14,CNY,-6077.06,66,-1.78,-92.76,15000.0,0.0,0.0,-41.35,-41.35,676.41,586.79,16739.0
2013-01-14,COP,5857.88,83,1.7,70.68,15000.0,0.0,0.0,109.52,109.52,1364.37,1131.85,16739.0
2013-01-14,CZK,5667.74,38,1.49,149.5,15000.0,0.0,0.0,423.89,423.89,-499.81,-717.98,16739.0
2013-01-14,HUF,2955.15,103,1.73,28.72,15000.0,0.0,0.0,119.61,119.61,-313.83,-398.75,16739.0
2013-01-14,INR,4078.1,54,0.83,74.87,15000.0,0.0,0.0,513.25,513.25,-18.11,-162.63,16739.0
2013-01-14,ILS,5222.93,54,1.52,96.41,15000.0,0.0,0.0,123.58,123.58,-525.38,-718.53,16739.0
2013-01-14,KRW,2551.68,55,0.87,46.51,15000.0,0.0,0.0,37.93,37.93,37.93,-31.45,16739.0
2013-01-14,MXN,-4510.13,45,-0.72,-100.38,15000.0,0.0,0.0,239.49,239.49,-322.65,-420.8,16739.0
2013-01-14,PLN,5460.58,75,1.91,72.98,15000.0,0.0,0.0,-338.89,-338.89,-2654.2,-2777.11,16739.0
2013-01-14,ZAR,2830.12,63,0.86,44.58,15000.0,0.0,0.0,78.98,78.98,-125.88,-190.1,16739.0
2013-01-15,CLP,-7310.27,73,-1.19,-100.46,15000.0,0.0,0.0,-220.15,-220.15,1.1,-190.37,16777.0
2013-01-15,CNY,-6077.06,65,-1.8,-93.24,15000.0,0.0,0.0,325.39,325.39,1001.8,912.18,16777.0
2013-01-15,COP,5857.88,83,1.71,71.0,15000.0,0.0,0.0,187.7,187.7,1552.06,1319.55,16777.0
2013-01-15,CZK,5667.74,38,1.48,150.31,15000.0,0.0,0.0,220.78,220.78,-279.03,-497.2,16777.0
2013-01-15,HUF,2955.15,102,1.72,28.87,15000.0,0.0,0.0,202.07,202.07,-111.76,-196.69,16777.0
2013-01-15,INR,4078.1,54,0.84,75.07,15000.0,0.0,0.0,-185.24,-185.24,-203.36,-347.87,16777.0
2013-01-15,ILS,5222.93,54,1.53,96.94,15000.0,0.0,0.0,317.7,317.7,-207.68,-400.84,16777.0
