Date,Currency,Optimal Risk Weight,Std Dev,Expected Return,Optimal DV01,Portfolio Volatility,1-Day Change,T-Costs,1D Gross Return,1D Net Return,Cumulative Gross Return,Cumulative Net Return,DV01 Portfolio Volatility
2013-01-01,CLP,7271.81,76,0.63,95.23,15000.0,7271.81,190.47,0.0,-190.47,0.0,-190.47,16393.0
2013-01-01,CNY,-13012.6,68,-0.71,-191.9,15000.0,-13012.6,191.9,0.0,-191.9,0.0,-191.9,16393.0
2013-01-01,COP,5365.63,76,0.72,70.99,15000.0,5365.63,212.97,-0.0,-212.97,0.0,-212.97,16393.0
2013-01-01,CZK,-3672.65,39,0.1,-94.25,15000.0,-3672.65,141.37,0.0,-141.37,0.0,-141.37,16393.0
2013-01-01,HUF,-4216.55,104,-0.3,-40.39,15000.0,-4216.55,121.17,0.0,-121.17,0.0,-121.17,16393.0
2013-01-01,INR,-5468.35,56,-0.12,-96.89,15000.0,-5468.35,193.78,0.0,-193.78,0.0,-193.78,16393.0
2013-01-01,ILS,3299.51,54,0.7,61.01,15000.0,3299.51,122.02,0.0,-122.02,0.0,-122.02,16393.0
2013-01-01,KRW,8077.93,57,0.61,142.08,15000.0,8077.93,213.11,-0.0,-213.11,0.0,-213.11,16393.0
2013-01-01,MXN,-3870.9,46,-0.28,-84.24,15000.0,-3870.9,84.24,-0.0,-84.24,0.0,-84.24,16393.0
2013-01-01,PLN,3949.84,67,0.33,59.27,15000.0,3949.84,88.91,-0.0,-88.91,0.0,-88.91,16393.0
2013-01-01,ZAR,0.0,66,0.35,0.0,15000.0,0.0,0.0,0.0,0.0,0.0,0.0,16393.0
2013-01-02,CLP,7271.81,76,0.63,95.6,15000.0,0.0,0.0,-419.63,-419.63,-419.63,-610.09,15562.0
2013-01-02,CNY,-6465.84,67,0.02,-95.81,15000.0,6546.76,96.09,1254.19,1158.1,1254.19,966.2,15562.0
2013-01-02,COP,5365.63,75,0.61,71.26,15000.0,0.0,0.0,164.05,164.05,164.05,-48.93,15562.0
2013-01-02,CZK,-3672.65,39,0.24,-94.56,15000.0,0.0,0.0,344.29,344.29,344.29,202.92,15562.0
2013-01-02,HUF,-4216.55,104,-0.37,-40.52,15000.0,0.0,0.0,-237.55,-237.55,-237.55,-358.72,15562.0
2013-01-02,INR,-5468.35,56,-0.02,-97.23,15000.0,0.0,0.0,19.09,19.09,19.09,-174.7,15562.0
2013-01-02,ILS,3299.51,54,0.69,61.14,15000.0,0.0,0.0,-313.24,-313.24,-313.24,-435.26,15562.0
2013-01-02,KRW,8077.93,57,0.71,142.77,15000.0,0.0,0.0,-108.72,-108.72,-108.72,-321.83,15562.0
2013-01-02,MXN,-6678.24,46,-0.28,-146.09,15000.0,-2807.34,61.85,-94.37,-156.23,-94.37,-240.46,15562.0
2013-01-02,PLN,3949.84,67,0.31,58.9,15000.0,0.0,0.0,-430.97,-430.97,-430.97,-519.88,15562.0
2013-01-02,ZAR,0.0,66,0.33,0.0,15000.0,0.0,0.0,0.0,0.0,0.0,0.0,15562.0
2013-01-03,CLP,1522.7,76,0.61,20.12,15000.0,-5749.11,150.97,-47.18,-198.15,-466.81,-808.24,14930.0
2013-01-03,CNY,1522.46,67,0.53,22.65,15000.0,7988.3,118.46,16.85,-101.62,1271.03,864.58,14930.0
2013-01-03,COP,5365.63,75,0.51,71.61,15000.0,0.0,0.0,237.2,237.2,401.25,188.27,14930.0
2013-01-03,CZK,253.86,39,0.36,6.55,15000.0,3926.51,151.67,88.56,-63.11,432.85,139.81,14930.0
2013-01-03,HUF,-4216.55,103,-0.46,-40.74,15000.0,0.0,0.0,-72.03,-72.03,-309.57,-430.74,14930.0
2013-01-03,INR,-5468.35,56,0.22,-97.58,15000.0,0.0,0.0,30.62,30.62,49.71,-144.08,14930.0
2013-01-03,ILS,3299.51,54,0.6,61.01,15000.0,0.0,0.0,-93.66,-93.66,-406.9,-528.92,14930.0
2013-01-03,KRW,8077.93,57,0.8,142.88,15000.0,0.0,0.0,779.11,779.11,670.39,457.28,14930.0
2013-01-03,MXN,-6678.24,45,-0.26,-146.86,15000.0,0.0,0.0,408.13,408.13,313.76,167.66,14930.0
2013-01-03,PLN,3949.84,68,0.31,57.76,15000.0,0.0,0.0,-405.32,-405.32,-836.29,-925.2,14930.0
2013-01-03,ZAR,0.0,65,0.31,0.0,15000.0,0.0,0.0,-0.0,-0.0,0.0,0.0,14930.0
2013-01-04,CLP,-1293.11,75,0.6,-17.18,15000.0,-2815.82,74.61,21.65,-52.95,-445.16,-861.19,17721.0
2013-01-04,CNY,7229.54,67,0.85,107.52,15000.0,5707.08,84.86,-137.16,-222.03,1133.87,642.55,17721.0
2013-01-04,COP,5365.63,80,0.41,66.67,15000.0,0.0,0.0,2696.5,2696.5,3097.75,2884.78,17721.0
2013-01-04,CZK,253.86,39,0.42,6.56,15000.0,0.0,0.0,-7.91,-7.91,424.95,131.91,17721.0
2013-01-04,HUF,-4216.55,103,-0.5,-40.75,15000.0,0.0,0.0,603.7,603.7,294.13,172.96,17721.0
2013-01-04,INR,-1302.39,56,0.4,-23.36,15000.0,4165.97,148.44,463.13,314.68,512.83,170.61,17721.0
2013-01-04,ILS,3299.51,55,0.52,60.2,15000.0,0.0,0.0,-296.87,-296.87,-703.77,-825.79,17721.0
2013-01-04,KRW,8077.93,56,0.84,143.58,15000.0,0.0,0.0,-146.94,-146.94,523.46,310.34,17721.0
2013-01-04,MXN,-6678.24,45,-0.11,-147.26,15000.0,0.0,0.0,439.43,439.43,753.18,607.09,17721.0
2013-01-04,PLN,3949.84,70,0.28,56.42,15000.0,0.0,0.0,-153.93,-153.93,-990.22,-1079.13,17721.0
2013-01-04,ZAR,0.0,66,0.31,0.0,15000.0,0.0,0.0,-0.0,-0.0,0.0,0.0,17721.0
2013-01-07,CLP,-3954.8,75,0.56,-52.85,15000.0,-2661.68,71.33,1.23,-70.1,-443.92,-931.3,18232.0
2013-01-07,CNY,10148.15,67,1.07,151.38,15000.0,2918.6,43.86,389.66,345.8,1523.54,988.35,18232.0
2013-01-07,COP,1765.9,80,0.34,22.04,15000.0,-3599.73,133.89,-2237.21,-2371.1,860.54,513.68,18232.0
2013-01-07,CZK,3855.08,39,0.49,99.56,15000.0,3601.22,139.51,15.92,-123.58,440.87,8.32,18232.0
2013-01-07,HUF,-4216.55,103,-0.53,-40.8,15000.0,0.0,0.0,18.31,18.31,312.44,191.27,18232.0
2013-01-07,INR,2385.25,55,0.64,43.04,15000.0,3687.64,132.81,-38.53,-171.33,474.31,-0.73,18232.0
2013-01-07,ILS,315.72,55,0.42,5.71,15000.0,-2983.79,108.98,84.24,-24.74,-619.53,-850.53,18232.0
2013-01-07,KRW,8077.93,56,0.89,144.33,15000.0,0.0,0.0,-72.54,-72.54,450.91,237.8,18232.0
2013-01-07,MXN,-6678.24,45,-0.0,-148.06,15000.0,0.0,0.0,-525.16,-525.16,228.02,81.93,18232.0
2013-01-07,PLN,301.14,71,0.25,4.24,15000.0,-3648.7,78.28,96.51,18.23,-893.72,-1060.9,18232.0
2013-01-07,ZAR,0.0,65,0.32,0.0,15000.0,0.0,0.0,0.0,0.0,0.0,0.0,18232.0
2013-01-08,CLP,-3954.8,74,0.53,-53.15,15000.0,0.0,0.0,-27.42,-27.42,-471.35,-958.72,15757.0
2013-01-08,CNY,10148.15,67,1.33,152.18,15000.0,0.0,0.0,547.67,547.67,2071.21,1536.02,15757.0
2013-01-08,COP,1765.9,81,0.29,21.92,15000.0,0.0,0.0,221.59,221.59,1082.13,735.27,15757.0
2013-01-08,CZK,3855.08,39,0.6,99.77,15000.0,0.0,0.0,102.07,102.07,542.94,110.39,15757.0
2013-01-08,HUF,-4216.55,103,-0.47,-40.94,15000.0,0.0,0.0,-148.47,-148.47,163.97,42.8,15757.0
2013-01-08,INR,2385.25,55,0.92,43.06,15000.0,0.0,0.0,-186.13,-186.13,288.17,-186.86,15757.0
2013-01-08,ILS,315.72,55,0.34,5.7,15000.0,0.0,0.0,22.36,22.36,-597.16,-828.16,15757.0
2013-01-08,KRW,4082.41,56,0.99,73.17,15000.0,-3995.52,106.75,406.49,299.75,857.4,537.55,15757.0
2013-01-08,MXN,-6678.24,45,0.06,-148.88,15000.0,0.0,0.0,-388.14,-388.14,-160.12,-306.21,15757.0
2013-01-08,PLN,301.14,71,0.28,4.23,15000.0,0.0,0.0,34.44,34.44,-859.28,-1026.47,15757.0
2013-01-08,ZAR,0.0,65,0.43,0.0,15000.0,0.0,0.0,0.0,0.0,0.0,0.0,15757.0
2013-01-09,CLP,-3954.8,74,0.57,-53.37,15000.0,0.0,0.0,-150.66,-150.66,-622.01,-1109.38,17807.0
2013-01-09,CNY,10148.15,66,1.34,152.95,15000.0,0.0,0.0,-29.02,-29.02,2042.19,1507.01,17807.0
2013-01-09,COP,1765.9,80,0.23,22.01,15000.0,0.0,0.0,-149.22,-149.22,932.91,586.05,17807.0
2013-01-09,CZK,3855.08,38,0.65,100.22,15000.0,0.0,0.0,-196.73,-196.73,346.21,-86.34,17807.0
2013-01-09,HUF,-1569.1,103,-0.44,-15.27,15000.0,2647.45,77.01,-151.46,-228.48,12.51,-185.67,17807.0
