Date,Currency,Optimal Risk Weight,Std Dev,Expected Return,Optimal DV01,Portfolio Volatility,1-Day Change,T-Costs,1D Gross Return,1D Net Return,Cumulative Gross Return,Cumulative Net Return,DV01 Portfolio Volatility
2013-01-01,CLP,6886.16,76,0.91,90.18,15000.0,6886.16,180.36,0.0,-180.36,0.0,-180.36,14632.0
2013-01-01,CNY,-11711.83,68,-0.64,-172.72,15000.0,-11711.83,172.72,0.0,-172.72,0.0,-172.72,14632.0
2013-01-01,COP,6416.25,76,1.01,84.89,15000.0,6416.25,254.68,-0.0,-254.68,0.0,-254.68,14632.0
2013-01-01,CZK,0.0,39,0.76,0.0,15000.0,0.0,0.0,0.0,0.0,0.0,0.0,14632.0
2013-01-01,HUF,2649.57,104,0.54,25.38,15000.0,2649.57,76.14,0.0,-76.14,0.0,-76.14,14632.0
2013-01-01,INR,0.0,56,0.41,0.0,15000.0,0.0,0.0,0.0,0.0,0.0,0.0,14632.0
2013-01-01,ILS,0.0,54,0.72,0.0,15000.0,0.0,0.0,0.0,0.0,0.0,0.0,14632.0
2013-01-01,KRW,4078.08,57,0.87,71.73,15000.0,4078.08,107.59,-0.0,-107.59,0.0,-107.59,14632.0
2013-01-01,MXN,0.0,46,0.52,0.0,15000.0,0.0,0.0,-0.0,-0.0,0.0,0.0,14632.0
2013-01-01,PLN,4162.04,67,0.91,62.46,15000.0,4162.04,93.68,-0.0,-93.68,0.0,-93.68,14632.0
2013-01-01,ZAR,0.0,66,0.93,0.0,15000.0,0.0,0.0,0.0,0.0,0.0,0.0,14632.0
2013-01-02,CLP,6886.16,76,0.9,90.53,15000.0,0.0,0.0,-397.37,-397.37,-397.37,-577.74,16523.0
2013-01-02,CNY,-11711.83,67,-0.3,-173.54,15000.0,0.0,0.0,1128.82,1128.82,1128.82,956.1,16523.0
2013-01-02,COP,6416.25,75,0.96,85.22,15000.0,0.0,0.0,196.17,196.17,196.17,-58.51,16523.0
2013-01-02,CZK,3149.25,39,0.81,81.08,15000.0,3149.25,121.62,-0.0,-121.62,0.0,-121.62,16523.0
2013-01-02,HUF,2649.57,104,0.5,25.46,15000.0,0.0,0.0,149.27,149.27,149.27,73.13,16523.0
2013-01-02,INR,0.0,56,0.45,0.0,15000.0,0.0,0.0,-0.0,-0.0,0.0,0.0,16523.0
2013-01-02,ILS,0.0,54,0.73,0.0,15000.0,0.0,0.0,-0.0,-0.0,0.0,0.0,16523.0
2013-01-02,KRW,4078.08,57,0.9,72.07,15000.0,0.0,0.0,-54.89,-54.89,-54.89,-162.48,16523.0
2013-01-02,MXN,0.0,46,0.51,0.0,15000.0,0.0,0.0,0.0,0.0,0.0,0.0,16523.0
2013-01-02,PLN,4162.04,67,0.89,62.07,15000.0,0.0,0.0,-454.13,-454.13,-454.13,-547.81,16523.0
2013-01-02,ZAR,2791.89,66,0.91,42.47,15000.0,2791.89,63.7,0.0,-63.7,0.0,-63.7,16523.0
2013-01-03,CLP,6886.16,76,0.89,90.99,15000.0,0.0,0.0,-44.68,-44.68,-442.05,-622.42,15610.0
