Date,Currency,Optimal Risk Weight,Std Dev,Expected Return,Optimal DV01,Portfolio Volatility,1-Day Change,T-Costs,1D Gross Return,1D Net Return,Cumulative Gross Return,Cumulative Net Return,DV01 Portfolio Volatility
2013-01-01,CLP,5475.17,76,0.13,71.7,15000.0,5475.17,143.41,0.0,-143.41,0.0,-143.41,16383.0
2013-01-01,CNY,-6269.75,68,-0.34,-92.46,15000.0,-6269.75,92.46,0.0,-92.46,0.0,-92.46,16383.0
2013-01-01,COP,-4252.53,76,-0.26,-56.26,15000.0,-4252.53,168.79,-0.0,-168.79,0.0,-168.79,16383.0
2013-01-01,CZK,-8093.39,39,-0.56,-207.69,15000.0,-8093.39,311.54,0.0,-311.54,0.0,-311.54,16383.0
2013-01-01,HUF,-8187.72,104,-0.43,-78.43,15000.0,-8187.72,235.29,0.0,-235.29,0.0,-235.29,16383.0
2013-01-01,INR,0.0,56,-0.03,0.0,15000.0,0.0,0.0,0.0,0.0,0.0,0.0,16383.0
2013-01-01,ILS,2917.21,54,0.09,53.94,15000.0,2917.21,107.88,0.0,-107.88,0.0,-107.88,16383.0
2013-01-01,KRW,-4533.21,57,-0.38,-79.73,15000.0,-4533.21,119.6,-0.0,-119.6,0.0,-119.6,16383.0
2013-01-01,MXN,-7023.8,46,-0.6,-152.85,15000.0,-7023.8,152.85,-0.0,-152.85,0.0,-152.85,16383.0
2013-01-01,PLN,6941.68,67,0.21,104.17,15000.0,6941.68,156.25,-0.0,-156.25,0.0,-156.25,16383.0
2013-01-01,ZAR,6050.87,66,0.31,91.53,15000.0,6050.87,137.29,0.0,-137.29,0.0,-137.29,16383.0
2013-01-02,CLP,8401.68,76,0.34,110.46,15000.0,2926.51,77.51,-315.95,-393.46,-315.95,-536.87,17130.0
2013-01-02,CNY,-6269.75,67,-0.55,-92.9,15000.0,0.0,0.0,604.29,604.29,604.29,511.83,17130.0
2013-01-02,COP,-4252.53,75,-0.19,-56.48,15000.0,0.0,0.0,-130.02,-130.02,-130.02,-298.81,17130.0
2013-01-02,CZK,-8093.39,39,-0.67,-208.38,15000.0,0.0,0.0,758.71,758.71,758.71,447.17,17130.0
2013-01-02,HUF,-8187.72,104,-0.54,-78.67,15000.0,0.0,0.0,-461.27,-461.27,-461.27,-696.56,17130.0
2013-01-02,INR,0.0,56,-0.1,0.0,15000.0,0.0,0.0,-0.0,-0.0,0.0,0.0,17130.0
2013-01-02,ILS,2917.21,54,0.0,54.06,15000.0,0.0,0.0,-276.95,-276.95,-276.95,-384.83,17130.0
2013-01-02,KRW,-4533.21,57,-0.49,-80.12,15000.0,0.0,0.0,61.01,61.01,61.01,-58.58,17130.0
2013-01-02,MXN,-7023.8,46,-0.52,-153.65,15000.0,0.0,0.0,-171.24,-171.24,-171.24,-324.09,17130.0
2013-01-02,PLN,6941.68,67,0.13,103.52,15000.0,0.0,0.0,-757.42,-757.42,-757.42,-913.67,17130.0
2013-01-02,ZAR,6050.87,66,0.5,92.04,15000.0,0.0,0.0,33.3,33.3,33.3,-103.99,17130.0
2013-01-03,CLP,8401.68,76,0.48,111.01,15000.0,0.0,0.0,-54.51,-54.51,-370.46,-591.38,16811.0
2013-01-03,CNY,-9567.12,67,-0.73,-142.36,15000.0,-3297.37,49.46,16.33,-33.12,620.63,478.71,16811.0
2013-01-03,COP,-4252.53,75,-0.15,-56.75,15000.0,0.0,0.0,-188.0,-188.0,-318.01,-486.8,16811.0
2013-01-03,CZK,-8093.39,39,-0.77,-208.93,15000.0,0.0,0.0,195.16,195.16,953.88,642.33,16811.0
2013-01-03,HUF,-8187.72,103,-0.63,-79.12,15000.0,0.0,0.0,-139.86,-139.86,-601.13,-836.42,16811.0
2013-01-03,INR,0.0,56,-0.14,0.0,15000.0,0.0,0.0,-0.0,-0.0,0.0,0.0,16811.0
2013-01-03,ILS,-64.03,54,-0.05,-1.18,15000.0,-2981.25,110.48,-82.81,-193.29,-359.75,-578.12,16811.0
2013-01-03,KRW,-4533.21,57,-0.58,-80.18,15000.0,0.0,0.0,-437.23,-437.23,-376.21,-495.81,16811.0
2013-01-03,MXN,-3729.15,45,-0.46,-82.01,15000.0,3294.65,71.64,429.25,357.61,258.01,33.51,16811.0
2013-01-03,PLN,4308.79,68,0.07,63.01,15000.0,-2632.89,60.77,-712.33,-773.09,-1469.75,-1686.77,16811.0
2013-01-03,ZAR,6050.87,65,0.66,92.42,15000.0,0.0,0.0,-315.84,-315.84,-282.54,-419.83,16811.0
2013-01-04,CLP,8401.68,75,0.51,111.64,15000.0,0.0,0.0,119.47,119.47,-250.99,-471.91,16458.0
2013-01-04,CNY,-9567.12,67,-0.85,-142.28,15000.0,0.0,0.0,861.93,861.93,1482.56,1340.64,16458.0
2013-01-04,COP,-1673.67,80,-0.1,-20.79,15000.0,2578.86,107.87,-2137.11,-2244.99,-2455.13,-2731.79,16458.0
2013-01-04,CZK,-8093.39,39,-0.82,-208.99,15000.0,0.0,0.0,252.08,252.08,1205.96,894.42,16458.0
2013-01-04,HUF,-8187.72,103,-0.7,-79.13,15000.0,0.0,0.0,1172.27,1172.27,571.14,335.85,16458.0
2013-01-04,INR,0.0,56,-0.16,0.0,15000.0,0.0,0.0,-0.0,-0.0,0.0,0.0,16458.0
2013-01-04,ILS,-64.03,55,-0.09,-1.17,15000.0,0.0,0.0,5.76,5.76,-353.99,-572.36,16458.0
2013-01-04,KRW,-4533.21,56,-0.66,-80.58,15000.0,0.0,0.0,82.46,82.46,-293.76,-413.35,16458.0
2013-01-04,MXN,-3729.15,45,-0.41,-82.23,15000.0,0.0,0.0,245.38,245.38,503.38,278.89,16458.0
2013-01-04,PLN,4308.79,70,0.01,61.55,15000.0,0.0,0.0,-167.92,-167.92,-1637.67,-1854.69,16458.0
2013-01-04,ZAR,6050.87,66,0.68,92.38,15000.0,0.0,0.0,-423.31,-423.31,-705.86,-843.15,16458.0
2013-01-07,CLP,8401.68,75,0.53,112.28,15000.0,0.0,0.0,-8.01,-8.01,-259.0,-479.92,16462.0
2013-01-07,CNY,-9567.12,67,-0.96,-142.72,15000.0,0.0,0.0,-515.66,-515.66,966.9,824.98,16462.0
2013-01-07,COP,-1673.67,80,-0.07,-20.89,15000.0,0.0,0.0,697.84,697.84,-1757.28,-2033.95,16462.0
2013-01-07,CZK,-8093.39,39,-0.88,-209.02,15000.0,0.0,0.0,-507.69,-507.69,698.27,386.73,16462.0
2013-01-07,HUF,-8187.72,103,-0.77,-79.23,15000.0,0.0,0.0,35.56,35.56,606.7,371.41,16462.0
2013-01-07,INR,0.0,55,-0.18,0.0,15000.0,0.0,0.0,0.0,0.0,0.0,0.0,16462.0
2013-01-07,ILS,-64.03,55,-0.13,-1.16,15000.0,0.0,0.0,-1.63,-1.63,-355.63,-573.99,16462.0
2013-01-07,KRW,-4533.21,56,-0.74,-81.0,15000.0,0.0,0.0,40.71,40.71,-253.05,-372.64,16462.0
2013-01-07,MXN,-3729.15,45,-0.38,-82.68,15000.0,0.0,0.0,-293.25,-293.25,210.13,-14.36,16462.0
2013-01-07,PLN,4308.79,71,-0.03,60.6,15000.0,0.0,0.0,105.28,105.28,-1532.39,-1749.41,16462.0
2013-01-07,ZAR,6050.87,65,0.71,92.73,15000.0,0.0,0.0,335.83,335.83,-370.03,-507.32,16462.0
2013-01-08,CLP,8401.68,74,0.56,112.92,15000.0,0.0,0.0,58.26,58.26,-200.74,-421.66,16471.0
2013-01-08,CNY,-9567.12,67,-1.05,-143.47,15000.0,0.0,0.0,-516.31,-516.31,450.59,308.67,16471.0
2013-01-08,COP,-1673.67,81,-0.05,-20.77,15000.0,0.0,0.0,-210.02,-210.02,-1967.3,-2243.97,16471.0
2013-01-08,CZK,-8093.39,39,-0.94,-209.47,15000.0,0.0,0.0,-214.29,-214.29,483.98,172.44,16471.0
2013-01-08,HUF,-8187.72,103,-0.81,-79.5,15000.0,0.0,0.0,-288.3,-288.3,318.4,83.11,16471.0
2013-01-08,INR,0.0,55,-0.19,0.0,15000.0,0.0,0.0,-0.0,-0.0,0.0,0.0,16471.0
2013-01-08,ILS,-64.03,55,-0.15,-1.16,15000.0,0.0,0.0,-4.54,-4.54,-360.16,-578.53,16471.0
2013-01-08,KRW,-4533.21,56,-0.79,-81.25,15000.0,0.0,0.0,-228.12,-228.12,-481.16,-600.76,16471.0
2013-01-08,MXN,-3729.15,45,-0.33,-83.13,15000.0,0.0,0.0,-216.74,-216.74,-6.6,-231.1,16471.0
2013-01-08,PLN,4308.79,71,-0.06,60.56,15000.0,0.0,0.0,492.71,492.71,-1039.68,-1256.7,16471.0
2013-01-08,ZAR,6050.87,65,0.78,93.2,15000.0,0.0,0.0,220.23,220.23,-149.8,-287.09,16471.0
2013-01-09,CLP,8401.68,74,0.58,113.38,15000.0,0.0,0.0,320.07,320.07,119.33,-101.59,16487.0
2013-01-09,CNY,-9567.12,66,-1.12,-144.2,15000.0,0.0,0.0,27.35,27.35,477.94,336.02,16487.0
2013-01-09,COP,-1673.67,80,-0.04,-20.86,15000.0,0.0,0.0,141.43,141.43,-1825.87,-2102.54,16487.0
2013-01-09,CZK,-8093.39,38,-0.98,-210.41,15000.0,0.0,0.0,413.02,413.02,897.0,585.46,16487.0
2013-01-09,HUF,-8187.72,103,-0.85,-79.67,15000.0,0.0,0.0,-294.11,-294.11,24.29,-211.0,16487.0
2013-01-09,INR,0.0,55,-0.2,0.0,15000.0,0.0,0.0,0.0,0.0,0.0,0.0,16487.0
2013-01-09,ILS,-64.03,55,-0.17,-1.16,15000.0,0.0,0.0,-5.31,-5.31,-365.47,-583.84,16487.0
2013-01-09,KRW,-4533.21,56,-0.83,-81.43,15000.0,0.0,0.0,-5.29,-5.29,-486.45,-606.05,16487.0
2013-01-09,MXN,-3729.15,45,-0.27,-83.57,15000.0,0.0,0.0,-123.59,-123.59,-130.2,-354.69,16487.0
2013-01-09,PLN,4308.79,73,-0.11,59.41,15000.0,0.0,0.0,-1083.26,-1083.26,-2122.94,-2339.96,16487.0
2013-01-09,ZAR,6050.87,65,0.81,93.69,15000.0,0.0,0.0,80.58,80.58,-69.22,-206.51,16487.0
2013-01-10,CLP,8401.68,74,0.61,113.88,15000.0,0.0,0.0,-120.6,-120.6,-1.27,-222.18,16472.0
2013-01-10,CNY,-9567.12,66,-1.2,-145.03,15000.0,0.0,0.0,387.16,387.16,865.1,723.18,16472.0
2013-01-10,COP,-1673.67,80,-0.01,-20.98,15000.0,0.0,0.0,49.93,49.93,-1775.94,-2052.61,16472.0
2013-01-10,CZK,-8093.39,38,-1.03,-211.42,15000.0,0.0,0.0,138.0,138.0,1035.0,723.46,16472.0
2013-01-10,HUF,-8187.72,103,-0.9,-79.15,15000.0,0.0,0.0,638.68,638.68,662.97,427.68,16472.0
2013-01-10,INR,0.0,55,-0.25,0.0,15000.0,0.0,0.0,0.0,0.0,0.0,0.0,16472.0
2013-01-10,ILS,-64.03,55,-0.22,-1.17,15000.0,0.0,0.0,5.08,5.08,-360.4,-578.76,16472.0
2013-01-10,KRW,-4533.21,55,-0.89,-81.7,15000.0,0.0,0.0,-367.78,-367.78,-854.23,-973.83,16472.0
2013-01-10,MXN,-3729.15,45,-0.24,-83.47,15000.0,0.0,0.0,-186.21,-186.21,-316.41,-540.9,16472.0
2013-01-10,PLN,4308.79,73,-0.16,59.12,15000.0,0.0,0.0,2.78,2.78,-2120.16,-2337.17,16472.0
2013-01-10,ZAR,6050.87,64,0.88,94.23,15000.0,0.0,0.0,54.98,54.98,-14.24,-151.53,16472.0
2013-01-11,CLP,8401.68,73,0.58,114.34,15000.0,0.0,0.0,185.29,185.29,184.03,-36.89,16456.0
2013-01-11,CNY,-9567.12,66,-1.24,-145.35,15000.0,0.0,0.0,-61.52,-61.52,803.58,661.66,16456.0
2013-01-11,COP,-1673.67,83,0.02,-20.08,15000.0,0.0,0.0,-71.44,-71.44,-1847.39,-2124.05,16456.0
2013-01-11,CZK,-8093.39,38,-1.06,-212.41,15000.0,0.0,0.0,284.01,284.01,1319.02,1007.48,16456.0
2013-01-11,HUF,-8187.72,103,-0.93,-79.25,15000.0,0.0,0.0,537.95,537.95,1200.92,965.63,16456.0
2013-01-11,INR,0.0,55,-0.26,0.0,15000.0,0.0,0.0,-0.0,-0.0,0.0,0.0,16456.0
2013-01-11,ILS,-64.03,54,-0.26,-1.18,15000.0,0.0,0.0,0.7,0.7,-359.69,-578.06,16456.0
2013-01-11,KRW,-4533.21,55,-0.93,-82.17,15000.0,0.0,0.0,444.35,444.35,-409.89,-529.48,16456.0
2013-01-11,MXN,-3729.15,45,-0.27,-82.71,15000.0,0.0,0.0,-27.37,-27.37,-343.78,-568.27,16456.0
2013-01-11,PLN,4308.79,73,-0.2,58.69,15000.0,0.0,0.0,-264.25,-264.25,-2384.4,-2601.42,16456.0
2013-01-11,ZAR,6050.87,64,0.89,94.77,15000.0,0.0,0.0,-423.76,-423.76,-438.0,-575.29,16456.0
2013-01-14,CLP,8401.68,73,0.5,114.94,15000.0,0.0,0.0,-269.43,-269.43,-85.41,-306.32,16492.0
2013-01-14,CNY,-9567.12,66,-1.3,-146.04,15000.0,0.0,0.0,-65.1,-65.1,738.47,596.56,16492.0
2013-01-14,COP,-1673.67,83,0.05,-20.19,15000.0,0.0,0.0,-31.29,-31.29,-1878.68,-2155.34,16492.0
2013-01-14,CZK,-8093.39,38,-1.08,-213.48,15000.0,0.0,0.0,-605.3,-605.3,713.72,402.17,16492.0
